|chain_id|node_order|response_order|node_mode|node_prompt|node_response
24|0|24|0|c|"Provide an adjective for conversation tone in English that you sense in the following sentence: ""I can't wait to start our road trip this weekend!"".Respond using only an adjective."|Excited
25|0|25|0|s|Provide one sentence with at least five words in English that has the conversation tone: Excited.|Oh my gosh, I can't believe we're actually going to the concert tonight!
26|0|26|0|c|"Provide an adjective for conversation tone in English that you sense in the following sentence: ""Oh my gosh, I can't believe we're actually going to the concert tonight!"".Respond using only an adjective."|Excited
27|0|27|0|s|Provide one sentence with at least five words in English that has the conversation tone: Excited.|I just got accepted to my dream university, I can't believe it!
28|0|28|0|c|"Provide an adjective for conversation tone in English that you sense in the following sentence: ""I just got accepted to my dream university, I can't believe it!"".Respond using only an adjective."|Excited
29|0|29|0|s|Provide one sentence with at least five words in English that has the conversation tone: Excited.|I can't wait to see the concert tonight, it's going to be amazing!
30|0|30|0|c|"Provide an adjective for conversation tone in English that you sense in the following sentence: ""I can't wait to see the concert tonight, it's going to be amazing!"".Respond using only an adjective."|Excited
31|0|31|0|s|Provide one sentence with at least five words in English that has the conversation tone: Excited.|Guys, guess what, I just won the lottery!
32|0|32|0|c|"Provide an adjective for conversation tone in English that you sense in the following sentence: ""Guys, guess what, I just won the lottery!"".Respond using only an adjective."|Excited
33|0|33|0|s|Provide one sentence with at least five words in English that has the conversation tone: Excited.|Oh my gosh, I can't wait to finally take that dream vacation to Hawaii!
34|0|34|0|c|"Provide an adjective for conversation tone in English that you sense in the following sentence: ""Oh my gosh, I can't wait to finally take that dream vacation to Hawaii!"".Respond using only an adjective."|Excited
35|0|35|0|s|Provide one sentence with at least five words in English that has the conversation tone: Excited.|I can't wait to see the concert tonight, it's going to be a blast!
36|0|36|0|c|"Provide an adjective for conversation tone in English that you sense in the following sentence: ""I can't wait to see the concert tonight, it's going to be a blast!"".Respond using only an adjective."|Excited
37|0|37|0|s|Provide one sentence with at least five words in English that has the conversation tone: Excited.|I just can't wait for our trip to Disneyland next week!
38|0|38|0|c|"Provide an adjective for conversation tone in English that you sense in the following sentence: ""I just can't wait for our trip to Disneyland next week!"".Respond using only an adjective."|Excited
39|0|39|0|s|Provide one sentence with at least five words in English that has the conversation tone: Excited.|I just can't wait for our trip to Disneyland next week!
40|0|40|0|c|"Provide an adjective for conversation tone in English that you sense in the following sentence: ""I just can't wait for our trip to Disneyland next week!"".Respond using only an adjective."|Excited
41|0|41|0|s|Provide one sentence with at least five words in English that has the conversation tone: Excited.|I can't wait to see you at the reunion, it's going to be so much fun!
42|0|42|0|c|Provide an adjective for conversation tone in English that you sense in the following sentence: I can't wait to see you at the reunion, it's going to be so much fun!.Respond using only an adjective.|Excited
43|0|43|0|s|Provide one sentence with at least five words in English that has the conversation tone: Excited.|I can't wait for our road trip this weekend, it's going to be so much fun!
44|0|44|0|c|"Provide an adjective for conversation tone in English that you sense in the following sentence: ""I can't wait for our road trip this weekend, it's going to be so much fun!"".Respond using only an adjective."|Excited
45|0|45|0|s|Provide one sentence with at least five words in English that has the conversation tone: Excited.|Guess what, I just won the lottery jackpot!
46|0|46|0|c|Provide an adjective for conversation tone in English that you sense in the following sentence: Guess what, I just won the lottery jackpot!.Respond using only an adjective.|Excited
47|0|47|0|s|Provide one sentence with at least five words in English that has the conversation tone: Excited.|I just can't wait for our camping trip this weekend, it's going to be so much fun!
48|0|48|0|c|"Provide an adjective for conversation tone in English that you sense in the following sentence: ""I just can't wait for our camping trip this weekend, it's going to be so much fun!"".Respond using only an adjective."|Excited
49|0|49|0|s|Provide one sentence with at least five words in English that has the conversation tone: Excited.|I can't wait for our trip to Disneyland next week!
50|0|50|0|c|"Provide an adjective for conversation tone in English that you sense in the following sentence: ""I can't wait for our trip to Disneyland next week!"".Respond using only an adjective."|Excited
51|0|51|0|s|Provide one sentence with at least five words in English that has the conversation tone: Excited.|I just can't wait to see the concert tonight, it's going to be absolutely amazing!
52|0|52|0|c|"Provide an adjective for conversation tone in English that you sense in the following sentence: ""I just can't wait to see the concert tonight, it's going to be absolutely amazing!"".Respond using only an adjective."|Excited
53|0|53|0|s|Provide one sentence with at least five words in English that has the conversation tone: Excited.|I just can't believe we're finally going to Disneyland tomorrow!
54|0|54|0|c|"Provide an adjective for conversation tone in English that you sense in the following sentence: ""I just can't believe we're finally going to Disneyland tomorrow!"".Respond using only an adjective."|Excited
55|0|55|0|s|Provide one sentence with at least five words in English that has the conversation tone: Excited.|I can't wait for our vacation to start, it's going to be so much fun!
56|0|56|0|c|"Provide an adjective for conversation tone in English that you sense in the following sentence: ""I can't wait for our vacation to start, it's going to be so much fun!"".Respond using only an adjective."|Excited
57|0|57|0|s|Provide one sentence with at least five words in English that has the conversation tone: Excited.|I can't wait for the concert tonight, it's going to be absolutely amazing!
58|0|58|0|c|"Provide an adjective for conversation tone in English that you sense in the following sentence: ""I can't wait for the concert tonight, it's going to be absolutely amazing!"".Respond using only an adjective."|Excited
59|0|59|0|s|Provide one sentence with at least five words in English that has the conversation tone: Excited.|I can't wait for our road trip next week, it's going to be absolutely amazing!
60|0|60|0|c|"Provide an adjective for conversation tone in English that you sense in the following sentence: ""I can't wait for our road trip next week, it's going to be absolutely amazing!"".Respond using only an adjective."|Excited
61|0|61|0|s|Provide one sentence with at least five words in English that has the conversation tone: Excited.|Guess what, I just won the lottery!
62|0|62|0|c|"Provide an adjective for conversation tone in English that you sense in the following sentence: ""Guess what, I just won the lottery!"".Respond using only an adjective."|Excited
63|0|63|0|s|Provide one sentence with at least five words in English that has the conversation tone: Excited.|I can't wait to see the concert tonight, it's going to be fantastic!
64|0|64|0|c|"Provide an adjective for conversation tone in English that you sense in the following sentence: ""I can't wait to see the concert tonight, it's going to be fantastic!"".Respond using only an adjective."|Excited
65|0|65|0|s|Provide one sentence with at least five words in English that has the conversation tone: Excited.|I can't believe we're going to Disneyland tomorrow, this is so exciting!
66|0|66|0|c|"Provide an adjective for conversation tone in English that you sense in the following sentence: ""I can't believe we're going to Disneyland tomorrow, this is so exciting!"".Respond using only an adjective."|Excited
67|0|67|0|s|Provide one sentence with at least five words in English that has the conversation tone: Excited.|I can't wait for our trip to Disneyland next week!
68|0|68|0|c|"Provide an adjective for conversation tone in English that you sense in the following sentence: ""I can't wait for our trip to Disneyland next week!"".Respond using only an adjective."|Excited
69|0|69|0|s|Provide one sentence with at least five words in English that has the conversation tone: Excited.|I can't believe we won the championship, this is absolutely amazing!
70|0|70|0|c|"Provide an adjective for conversation tone in English that you sense in the following sentence: ""I can't believe we won the championship, this is absolutely amazing!"".Respond using only an adjective."|Excited
71|0|71|0|s|Provide one sentence with at least five words in English that has the conversation tone: Excited.|I can't wait for our trip to the amusement park tomorrow, it's going to be so much fun!
72|0|72|0|c|"Provide an adjective for conversation tone in English that you sense in the following sentence: ""I can't wait for our trip to the amusement park tomorrow, it's going to be so much fun!"".Respond using only an adjective."|Excited
73|0|73|0|s|Provide one sentence with at least five words in English that has the conversation tone: Excited.|Oh my goodness, I can't believe we're going to Disneyland tomorrow!
74|0|74|0|c|Provide an adjective for conversation tone in English that you sense in the following sentence: Oh my goodness, I can't believe we're going to Disneyland tomorrow!.Respond using only an adjective.|Excited
75|0|75|0|s|Provide one sentence with at least five words in English that has the conversation tone: Excited.|Oh my goodness, I cannot believe we are going to Disneyland tomorrow!
76|0|76|0|c|"Provide an adjective for conversation tone in English that you sense in the following sentence: ""Oh my goodness, I cannot believe we are going to Disneyland tomorrow!"".Respond using only an adjective."|Excited
77|0|77|0|s|Provide one sentence with at least five words in English that has the conversation tone: Excited.|Oh my goodness, I can't believe we are finally going to Disneyland tomorrow!
78|0|78|0|c|"Provide an adjective for conversation tone in English that you sense in the following sentence: ""Oh my goodness, I can't believe we are finally going to Disneyland tomorrow!"".Respond using only an adjective."|Excited
79|0|79|0|s|Provide one sentence with at least five words in English that has the conversation tone: Excited.|I can't wait to see the new Marvel movie this weekend!
80|0|80|0|c|"Provide an adjective for conversation tone in English that you sense in the following sentence: ""I can't wait to see the new Marvel movie this weekend!"".Respond using only an adjective."|Excited
81|0|81|0|s|Provide one sentence with at least five words in English that has the conversation tone: Excited.|I just can't believe we're finally going to Disneyland tomorrow!
82|0|82|0|c|"Provide an adjective for conversation tone in English that you sense in the following sentence: ""I just can't believe we're finally going to Disneyland tomorrow!"".Respond using only an adjective."|Excited
83|0|83|0|s|Provide one sentence with at least five words in English that has the conversation tone: Excited.|Oh my goodness, I can't believe we're actually going to Disneyland next week!
84|0|84|0|c|"Provide an adjective for conversation tone in English that you sense in the following sentence: ""Oh my goodness, I can't believe we're actually going to Disneyland next week!"".Respond using only an adjective."|Excited
85|0|85|0|s|Provide one sentence with at least five words in English that has the conversation tone: Excited.|I can't wait to see you at the concert tonight, it's going to be epic!
86|0|86|0|c|"Provide an adjective for conversation tone in English that you sense in the following sentence: ""I can't wait to see you at the concert tonight, it's going to be epic!"".Respond using only an adjective."|Excited
87|0|87|0|s|Provide one sentence with at least five words in English that has the conversation tone: Excited.|I've landed my dream job, can you believe it?
88|0|88|0|c|"Provide an adjective for conversation tone in English that you sense in the following sentence: ""I've landed my dream job, can you believe it?"".Respond using only an adjective."|Excited
89|0|89|0|s|Provide one sentence with at least five words in English that has the conversation tone: Excited.|I can't wait to start our road trip tomorrow, it's going to be so much fun!
90|0|90|0|c|"Provide an adjective for conversation tone in English that you sense in the following sentence: ""I can't wait to start our road trip tomorrow, it's going to be so much fun!"".Respond using only an adjective."|Excited
91|0|91|0|s|Provide one sentence with at least five words in English that has the conversation tone: Excited.|I can't wait to go to the concert tonight, it's going to be epic!
92|0|92|0|c|"Provide an adjective for conversation tone in English that you sense in the following sentence: ""I can't wait to go to the concert tonight, it's going to be epic!"".Respond using only an adjective."|Excited
93|0|93|0|s|Provide one sentence with at least five words in English that has the conversation tone: Excited.|I can't wait for our trip to Hawaii next month!
94|0|94|0|c|"Provide an adjective for conversation tone in English that you sense in the following sentence: ""I can't wait for our trip to Hawaii next month!"".Respond using only an adjective."|Excited
95|0|95|0|s|Provide one sentence with at least five words in English that has the conversation tone: Excited.|I can't wait for our road trip tomorrow, it's going to be epic!
96|0|96|0|c|"Provide an adjective for conversation tone in English that you sense in the following sentence: ""I can't wait for our road trip tomorrow, it's going to be epic!"".Respond using only an adjective."|Excited
97|0|97|0|s|Provide one sentence with at least five words in English that has the conversation tone: Excited.|I can't believe we're going to Disneyland tomorrow, this is so exciting!
98|0|98|0|c|"Provide an adjective for conversation tone in English that you sense in the following sentence: ""I can't believe we're going to Disneyland tomorrow, this is so exciting!"".Respond using only an adjective."|Excited
99|0|99|0|s|Provide one sentence with at least five words in English that has the conversation tone: Excited.|Oh my gosh, you wouldn't believe the amazing news I just received!
100|0|100|0|c|"Provide an adjective for conversation tone in English that you sense in the following sentence: ""Oh my gosh, you wouldn't believe the amazing news I just received!"".Respond using only an adjective."|Excited
101|1|0|0|s|elicited in prior|This movie is incredibly intense and suspenseful.
102|1|1|0|c|Provide an adjective for conversation tone in English that you sense in the following sentence: This movie is incredibly intense and suspenseful..Respond using only an adjective.|Passionate
103|1|2|0|s|Provide one sentence with at least five words in English that has the conversation tone: Passionate.|I absolutely adore painting, it's my life's greatest passion and joy!
104|1|3|0|c|"Provide an adjective for conversation tone in English that you sense in the following sentence: ""I absolutely adore painting, it's my life's greatest passion and joy!"".Respond using only an adjective."|Enthusiastic
105|1|4|0|s|Provide one sentence with at least five words in English that has the conversation tone: Enthusiastic.|I absolutely can't wait to begin our amazing adventure this weekend!
106|1|5|0|c|"Provide an adjective for conversation tone in English that you sense in the following sentence: ""I absolutely can't wait to begin our amazing adventure this weekend!"".Respond using only an adjective."|Excited
107|1|6|0|s|Provide one sentence with at least five words in English that has the conversation tone: Excited.|I just can't believe we're finally going on vacation to Hawaii!
108|1|7|0|c|"Provide an adjective for conversation tone in English that you sense in the following sentence: ""I just can't believe we're finally going on vacation to Hawaii!"".Respond using only an adjective."|Excited
109|1|8|0|s|Provide one sentence with at least five words in English that has the conversation tone: Excited.|I can't believe we're going to Disneyland tomorrow, I'm so thrilled!
110|1|9|0|c|"Provide an adjective for conversation tone in English that you sense in the following sentence: ""I can't believe we're going to Disneyland tomorrow, I'm so thrilled!"".Respond using only an adjective."|Excited
111|1|10|0|s|Provide one sentence with at least five words in English that has the conversation tone: Excited.|I can't believe we're going to Disneyland tomorrow, I'm so excited!
112|1|11|0|c|Provide an adjective for conversation tone in English that you sense in the following sentence: I can't believe we're going to Disneyland tomorrow, I'm so excited!.Respond using only an adjective.|Excited
113|1|12|0|s|Provide one sentence with at least five words in English that has the conversation tone: Excited.|Oh my gosh, I can't believe we're going to Disneyland tomorrow!
114|1|13|0|c|"Provide an adjective for conversation tone in English that you sense in the following sentence: ""Oh my gosh, I can't believe we're going to Disneyland tomorrow!"".Respond using only an adjective."|Excited
115|1|14|0|s|Provide one sentence with at least five words in English that has the conversation tone: Excited.|I can't wait to see you at the concert tonight, it's going to be so much fun!
116|1|15|0|c|"Provide an adjective for conversation tone in English that you sense in the following sentence: ""I can't wait to see you at the concert tonight, it's going to be so much fun!"".Respond using only an adjective."|Excited
117|1|16|0|s|Provide one sentence with at least five words in English that has the conversation tone: Excited.|I can't believe we're going to Disneyland tomorrow, I'm beyond thrilled!
118|1|17|0|c|"Provide an adjective for conversation tone in English that you sense in the following sentence: ""I can't believe we're going to Disneyland tomorrow, I'm beyond thrilled!"".Respond using only an adjective."|Excited
119|1|18|0|s|Provide one sentence with at least five words in English that has the conversation tone: Excited.|Oh my goodness, I can't believe we're actually going to Disneyland tomorrow!
120|1|19|0|c|"Provide an adjective for conversation tone in English that you sense in the following sentence: ""Oh my goodness, I can't believe we're actually going to Disneyland tomorrow!"".Respond using only an adjective."|Excited
121|1|20|0|s|Provide one sentence with at least five words in English that has the conversation tone: Excited.|Guess what, I just won the lottery!
122|1|21|0|c|"Provide an adjective for conversation tone in English that you sense in the following sentence: ""Guess what, I just won the lottery!"".Respond using only an adjective."|Excited
123|1|22|0|s|Provide one sentence with at least five words in English that has the conversation tone: Excited.|I just can't believe we're finally going to Disney World tomorrow!
124|1|23|0|c|"Provide an adjective for conversation tone in English that you sense in the following sentence: ""I just can't believe we're finally going to Disney World tomorrow!"".Respond using only an adjective."|Excited
125|1|24|0|s|Provide one sentence with at least five words in English that has the conversation tone: Excited.|I can't wait for our road trip, it's going to be absolutely amazing!
126|1|25|0|c|"Provide an adjective for conversation tone in English that you sense in the following sentence: ""I can't wait for our road trip, it's going to be absolutely amazing!"".Respond using only an adjective."|Excited
127|1|26|0|s|Provide one sentence with at least five words in English that has the conversation tone: Excited.|I can't believe we're going to Disneyland tomorrow, I'm so excited!
128|1|27|0|c|"Provide an adjective for conversation tone in English that you sense in the following sentence: ""I can't believe we're going to Disneyland tomorrow, I'm so excited!"".Respond using only an adjective."|Excited
129|1|28|0|s|Provide one sentence with at least five words in English that has the conversation tone: Excited.|I can't believe we're going to Disneyland tomorrow, I'm absolutely thrilled!
130|1|29|0|c|"Provide an adjective for conversation tone in English that you sense in the following sentence: ""I can't believe we're going to Disneyland tomorrow, I'm absolutely thrilled!"".Respond using only an adjective."|Excited
131|1|30|0|s|Provide one sentence with at least five words in English that has the conversation tone: Excited.|Oh my gosh, I can't wait to see the concert tonight!
132|1|31|0|c|"Provide an adjective for conversation tone in English that you sense in the following sentence: ""Oh my gosh, I can't wait to see the concert tonight!"".Respond using only an adjective."|Excited
133|1|32|0|s|Provide one sentence with at least five words in English that has the conversation tone: Excited.|I just can't wait for our trip to Disneyland next week!
134|1|33|0|c|"Provide an adjective for conversation tone in English that you sense in the following sentence: ""I just can't wait for our trip to Disneyland next week!"".Respond using only an adjective."|Excited
135|1|34|0|s|Provide one sentence with at least five words in English that has the conversation tone: Excited.|Oh my gosh, I can't believe we're finally going to Disneyland tomorrow!
136|1|35|0|c|"Provide an adjective for conversation tone in English that you sense in the following sentence: ""Oh my gosh, I can't believe we're finally going to Disneyland tomorrow!"".Respond using only an adjective."|Excited
137|1|36|0|s|Provide one sentence with at least five words in English that has the conversation tone: Excited.|I can't wait for our trip to Disneyland, it's going to be absolutely amazing!
138|1|37|0|c|"Provide an adjective for conversation tone in English that you sense in the following sentence: ""I can't wait for our trip to Disneyland, it's going to be absolutely amazing!"".Respond using only an adjective."|Excited
139|1|38|0|s|Provide one sentence with at least five words in English that has the conversation tone: Excited.|I can't believe we're finally going to Disneyland tomorrow!
140|1|39|0|c|"Provide an adjective for conversation tone in English that you sense in the following sentence: ""I can't believe we're finally going to Disneyland tomorrow!"".Respond using only an adjective."|Excited
141|1|40|0|s|Provide one sentence with at least five words in English that has the conversation tone: Excited.|Oh my gosh, I can't believe we're going to the concert tonight!
142|1|41|0|c|"Provide an adjective for conversation tone in English that you sense in the following sentence: ""Oh my gosh, I can't believe we're going to the concert tonight!"".Respond using only an adjective."|Excited
143|1|42|0|s|Provide one sentence with at least five words in English that has the conversation tone: Excited.|I can't believe we're going to Disneyland tomorrow, I'm so thrilled!
144|1|43|0|c|"Provide an adjective for conversation tone in English that you sense in the following sentence: ""I can't believe we're going to Disneyland tomorrow, I'm so thrilled!"".Respond using only an adjective."|Excited
145|1|44|0|s|Provide one sentence with at least five words in English that has the conversation tone: Excited.|Oh my goodness, I can't believe we're finally going to Disneyland tomorrow!
146|1|45|0|c|"Provide an adjective for conversation tone in English that you sense in the following sentence: ""Oh my goodness, I can't believe we're finally going to Disneyland tomorrow!"".Respond using only an adjective."|Excited
147|1|46|0|s|Provide one sentence with at least five words in English that has the conversation tone: Excited.|Oh my gosh, I can't believe we're going to Disneyland tomorrow!
148|1|47|0|c|"Provide an adjective for conversation tone in English that you sense in the following sentence: ""Oh my gosh, I can't believe we're going to Disneyland tomorrow!"".Respond using only an adjective."|Excited
149|1|48|0|s|Provide one sentence with at least five words in English that has the conversation tone: Excited.|I can't believe we're going to Disneyland tomorrow, I'm so excited!
150|1|49|0|c|"Provide an adjective for conversation tone in English that you sense in the following sentence: ""I can't believe we're going to Disneyland tomorrow, I'm so excited!"".Respond using only an adjective."|Excited
151|1|50|0|s|Provide one sentence with at least five words in English that has the conversation tone: Excited.|Guys, I just can't believe we're actually going to Disneyland tomorrow!
152|1|51|0|c|"Provide an adjective for conversation tone in English that you sense in the following sentence: ""Guys, I just can't believe we're actually going to Disneyland tomorrow!"".Respond using only an adjective."|Excited
153|1|52|0|s|Provide one sentence with at least five words in English that has the conversation tone: Excited.|Guys, I can't believe we're finally going on a road trip together!
154|1|53|0|c|"Provide an adjective for conversation tone in English that you sense in the following sentence: ""Guys, I can't believe we're finally going on a road trip together!"".Respond using only an adjective."|Excited
155|1|54|0|s|Provide one sentence with at least five words in English that has the conversation tone: Excited.|I just can't wait for the weekend, we are heading to the beach!
156|1|55|0|c|"Provide an adjective for conversation tone in English that you sense in the following sentence: ""I just can't wait for the weekend, we are heading to the beach!"".Respond using only an adjective."|Excited
157|1|56|0|s|Provide one sentence with at least five words in English that has the conversation tone: Excited.|I can't believe we're going to Disneyland tomorrow, I'm so thrilled!
158|1|57|0|c|"Provide an adjective for conversation tone in English that you sense in the following sentence: ""I can't believe we're going to Disneyland tomorrow, I'm so thrilled!"".Respond using only an adjective."|Excited
159|1|58|0|s|Provide one sentence with at least five words in English that has the conversation tone: Excited.|I can't wait for our trip to Disneyland next week!
160|1|59|0|c|"Provide an adjective for conversation tone in English that you sense in the following sentence: ""I can't wait for our trip to Disneyland next week!"".Respond using only an adjective."|Excited
161|1|60|0|s|Provide one sentence with at least five words in English that has the conversation tone: Excited.|I can't wait for our trip to Disneyland next week!
162|1|61|0|c|"Provide an adjective for conversation tone in English that you sense in the following sentence: ""I can't wait for our trip to Disneyland next week!"".Respond using only an adjective."|Excited
163|1|62|0|s|Provide one sentence with at least five words in English that has the conversation tone: Excited.|I just can't believe we're going to Disneyland next week!
164|1|63|0|c|"Provide an adjective for conversation tone in English that you sense in the following sentence: ""I just can't believe we're going to Disneyland next week!"".Respond using only an adjective."|Excited
165|1|64|0|s|Provide one sentence with at least five words in English that has the conversation tone: Excited.|I can't believe we're going to Disneyland tomorrow, I'm so thrilled!
166|1|65|0|c|"Provide an adjective for conversation tone in English that you sense in the following sentence: ""I can't believe we're going to Disneyland tomorrow, I'm so thrilled!"".Respond using only an adjective."|Excited
167|1|66|0|s|Provide one sentence with at least five words in English that has the conversation tone: Excited.|Guess what, I just won the lottery!
168|1|67|0|c|"Provide an adjective for conversation tone in English that you sense in the following sentence: ""Guess what, I just won the lottery!"".Respond using only an adjective."|Excited
169|1|68|0|s|Provide one sentence with at least five words in English that has the conversation tone: Excited.|I just can't believe we're going to Disneyland tomorrow, I'm so thrilled!
170|1|69|0|c|"Provide an adjective for conversation tone in English that you sense in the following sentence: ""I just can't believe we're going to Disneyland tomorrow, I'm so thrilled!"".Respond using only an adjective."|Excited
171|1|70|0|s|Provide one sentence with at least five words in English that has the conversation tone: Excited.|I can't believe we're finally going on a vacation to Hawaii, this is so exciting!
172|1|71|0|c|"Provide an adjective for conversation tone in English that you sense in the following sentence: ""I can't believe we're finally going on a vacation to Hawaii, this is so exciting!"".Respond using only an adjective."|Excited
173|1|72|0|s|Provide one sentence with at least five words in English that has the conversation tone: Excited.|Oh my goodness, I can't believe we're going to Disney World tomorrow!
174|1|73|0|c|"Provide an adjective for conversation tone in English that you sense in the following sentence: ""Oh my goodness, I can't believe we're going to Disney World tomorrow!"".Respond using only an adjective."|Excited
175|1|74|0|s|Provide one sentence with at least five words in English that has the conversation tone: Excited.|Oh my gosh, I can't believe we're finally going on our dream vacation!
176|1|75|0|c|"Provide an adjective for conversation tone in English that you sense in the following sentence: ""Oh my gosh, I can't believe we're finally going on our dream vacation!"".Respond using only an adjective."|Excited
177|1|76|0|s|Provide one sentence with at least five words in English that has the conversation tone: Excited.|I just can't believe we're finally going on the dream vacation we always talked about!
178|1|77|0|c|"Provide an adjective for conversation tone in English that you sense in the following sentence: ""I just can't believe we're finally going on the dream vacation we always talked about!"".Respond using only an adjective."|Excited
179|1|78|0|s|Provide one sentence with at least five words in English that has the conversation tone: Excited.|Guess what, I just won the lottery!
180|1|79|0|c|"Provide an adjective for conversation tone in English that you sense in the following sentence: ""Guess what, I just won the lottery!"".Respond using only an adjective."|Excited
181|1|80|0|s|Provide one sentence with at least five words in English that has the conversation tone: Excited.|I just can't believe I won the lottery, this is absolutely incredible!
182|1|81|0|c|"Provide an adjective for conversation tone in English that you sense in the following sentence: ""I just can't believe I won the lottery, this is absolutely incredible!"".Respond using only an adjective."|Excited
183|1|82|0|s|Provide one sentence with at least five words in English that has the conversation tone: Excited.|I just can't believe we're finally going to Disneyland tomorrow!
184|1|83|0|c|"Provide an adjective for conversation tone in English that you sense in the following sentence: ""I just can't believe we're finally going to Disneyland tomorrow!"".Respond using only an adjective."|Excited
185|1|84|0|s|Provide one sentence with at least five words in English that has the conversation tone: Excited.|Oh my gosh, I can't believe I won the lottery!
186|1|85|0|c|"Provide an adjective for conversation tone in English that you sense in the following sentence: ""Oh my gosh, I can't believe I won the lottery!"".Respond using only an adjective."|Excited
187|1|86|0|s|Provide one sentence with at least five words in English that has the conversation tone: Excited.|I can't wait for the concert tonight, it's going to be absolutely amazing!
188|1|87|0|c|"Provide an adjective for conversation tone in English that you sense in the following sentence: ""I can't wait for the concert tonight, it's going to be absolutely amazing!"".Respond using only an adjective."|Excited
189|1|88|0|s|Provide one sentence with at least five words in English that has the conversation tone: Excited.|Oh my gosh, I can't believe we're actually going to Disneyland tomorrow!
190|1|89|0|c|"Provide an adjective for conversation tone in English that you sense in the following sentence: ""Oh my gosh, I can't believe we're actually going to Disneyland tomorrow!"".Respond using only an adjective."|Excited
191|1|90|0|s|Provide one sentence with at least five words in English that has the conversation tone: Excited.|I can't wait to go to the concert tonight, it's going to be absolutely amazing!
192|1|91|0|c|"Provide an adjective for conversation tone in English that you sense in the following sentence: ""I can't wait to go to the concert tonight, it's going to be absolutely amazing!"".Respond using only an adjective."|Excited
193|1|92|0|s|Provide one sentence with at least five words in English that has the conversation tone: Excited.|I can't believe we're finally going to Disney World, I've been dreaming of this day!
194|1|93|0|c|"Provide an adjective for conversation tone in English that you sense in the following sentence: ""I can't believe we're finally going to Disney World, I've been dreaming of this day!"".Respond using only an adjective."|Excited
195|1|94|0|s|Provide one sentence with at least five words in English that has the conversation tone: Excited.|I can't believe we're going to Disneyland tomorrow, I'm so excited!
