_initial_assets,awaiting_async_process,vars,id,creation_time,failed,failed_reason,time_of_death,type,origin_id,network_id,complete,node_id,participant_id,module_state_id,trial_maker_id,definition,finalized,is_repeat_trial,score,bonus,parent_trial_id,answer,propagate_failure,response_id,repeat_trial_index,n_repeat_trials,time_taken,time_credit_before_trial,time_credit_after_trial,time_credit_from_trial,block_position,block,class,object_type,start_time,prompt_component,mode,previous_sample,current_mode,obtained_response
{},False,"{""start_time"": {""py/object"": ""datetime.datetime"", ""__reduce__"": [{""py/type"": ""datetime.datetime""}, [""B+cIAwo5KAA0Zg==""]]}, ""prompt_component"": ""disappointed"", ""mode"": ""s""}",11,2023-08-03 10:57:39,False,,,SRETrial,68,68,True,68,2,5,SRE_chain,"{""previous_sample"": {""obtained_response"": ""disappointed"", ""current_mode"": ""s""}, ""current_mode"": ""s""}",True,False,,0.0,,"{""obtained_response"": ""I feel like it could have been done a lot better."", ""current_mode"": ""c""}",True,44.0,,,27.898,200.0,240.0,40.0,0,default,SRETrial,Info,2023-08-03 10:57:40,disappointed,s,"{""obtained_response"": ""disappointed"", ""current_mode"": ""s""}",s,I feel like it could have been done a lot better.
{},False,"{""start_time"": {""py/object"": ""datetime.datetime"", ""__reduce__"": [{""py/type"": ""datetime.datetime""}, [""B+cIAwo5KQI/Yw==""]]}, ""prompt_component"": ""hasty"", ""mode"": ""s""}",12,2023-08-03 10:57:41,False,,,SRETrial,98,2,True,98,4,6,SREPractice,"{""previous_sample"": {""obtained_response"": ""hasty"", ""current_mode"": ""s""}, ""current_mode"": ""s""}",True,False,,0.0,,"{""obtained_response"": ""I had to get out, I gathered my things without knowing I had everything and exited through the back door."", ""current_mode"": ""c""}",True,83.0,,,150.116,110.0,150.0,40.0,0,default,SRETrial,Info,2023-08-03 10:57:41,hasty,s,"{""obtained_response"": ""hasty"", ""current_mode"": ""s""}",s,"I had to get out, I gathered my things without knowing I had everything and exited through the back door."
{},False,"{""start_time"": {""py/object"": ""datetime.datetime"", ""__reduce__"": [{""py/type"": ""datetime.datetime""}, [""B+cIAwo5OAhQ4g==""]]}, ""prompt_component"": ""I absolutely cannot wait for tonight- it is going to be fantastic!"", ""mode"": ""c""}",13,2023-08-03 10:57:56,False,,,SRETrial,30,30,True,30,3,7,SRE_chain,"{""previous_sample"": {""obtained_response"": ""I absolutely cannot wait for tonight- it is going to be fantastic!"", ""current_mode"": ""c""}, ""current_mode"": ""c""}",True,False,,0.0,,"{""obtained_response"": ""excited"", ""current_mode"": ""s""}",True,45.0,,,13.433,160.0,200.0,40.0,0,default,SRETrial,Info,2023-08-03 10:57:56,I absolutely cannot wait for tonight- it is going to be fantastic!,c,"{""obtained_response"": ""I absolutely cannot wait for tonight- it is going to be fantastic!"", ""current_mode"": ""c""}",c,excited
{},False,"{""start_time"": {""py/object"": ""datetime.datetime"", ""__reduce__"": [{""py/type"": ""datetime.datetime""}, [""B+cIAwo6BANtQg==""]]}, ""prompt_component"": ""How do you know that this is going to go well?"", ""mode"": ""c""}",14,2023-08-03 10:58:04,False,,,SRETrial,20,20,True,20,1,2,SRE_chain,"{""previous_sample"": {""obtained_response"": ""How do you know that this is going to go well?"", ""current_mode"": ""c""}, ""current_mode"": ""c""}",True,False,,0.0,,"{""obtained_response"": ""doubtful"", ""current_mode"": ""s""}",True,48.0,,,32.04,400.0,440.0,40.0,0,default,SRETrial,Info,2023-08-03 10:58:04,How do you know that this is going to go well?,c,"{""obtained_response"": ""How do you know that this is going to go well?"", ""current_mode"": ""c""}",c,doubtful
{},False,"{""start_time"": {""py/object"": ""datetime.datetime"", ""__reduce__"": [{""py/type"": ""datetime.datetime""}, [""B+cIAwo6CQJUpA==""]]}, ""prompt_component"": ""I was extremely frustrated by his actions."", ""mode"": ""c""}",15,2023-08-03 10:58:09,False,,,SRETrial,35,35,True,35,2,5,SRE_chain,"{""previous_sample"": {""obtained_response"": ""I was extremely frustrated by his actions."", ""current_mode"": ""c""}, ""current_mode"": ""c""}",True,False,,0.0,,"{""obtained_response"": ""angered"", ""current_mode"": ""s""}",True,47.0,,,22.622,240.0,280.0,40.0,0,default,SRETrial,Info,2023-08-03 10:58:09,I was extremely frustrated by his actions.,c,"{""obtained_response"": ""I was extremely frustrated by his actions."", ""current_mode"": ""c""}",c,angered
{},False,"{""start_time"": {""py/object"": ""datetime.datetime"", ""__reduce__"": [{""py/type"": ""datetime.datetime""}, [""B+cIAwo6CwJShw==""]]}, ""prompt_component"": ""glowing"", ""mode"": ""s""}",16,2023-08-03 10:58:11,False,,,SRETrial,71,71,True,71,3,7,SRE_chain,"{""previous_sample"": {""obtained_response"": ""glowing"", ""current_mode"": ""s""}, ""current_mode"": ""s""}",True,False,,0.0,,"{""obtained_response"": ""She looks so good, she really is very beautiful!"", ""current_mode"": ""c""}",True,46.0,,,16.422,200.0,240.0,40.0,0,default,SRETrial,Info,2023-08-03 10:58:11,glowing,s,"{""obtained_response"": ""glowing"", ""current_mode"": ""s""}",s,"She looks so good, she really is very beautiful!"
{},False,"{""start_time"": {""py/object"": ""datetime.datetime"", ""__reduce__"": [{""py/type"": ""datetime.datetime""}, [""B+cIAwo6HAuB/w==""]]}, ""prompt_component"": ""certain"", ""mode"": ""s""}",17,2023-08-03 10:58:28,False,,,SRETrial,87,87,True,87,3,7,SRE_chain,"{""previous_sample"": {""obtained_response"": ""certain"", ""current_mode"": ""s""}, ""current_mode"": ""s""}",True,False,,0.0,,"{""obtained_response"": ""There is absolutely no chance that will happen."", ""current_mode"": ""c""}",True,49.0,,,16.791,240.0,280.0,40.0,0,default,SRETrial,Info,2023-08-03 10:58:28,certain,s,"{""obtained_response"": ""certain"", ""current_mode"": ""s""}",s,There is absolutely no chance that will happen.
{},False,"{""start_time"": {""py/object"": ""datetime.datetime"", ""__reduce__"": [{""py/type"": ""datetime.datetime""}, [""B+cIAwo6IQJzHA==""]]}, ""prompt_component"": ""The old man sat down heavily in the chair after a long day."", ""mode"": ""c""}",18,2023-08-03 10:58:33,False,,,SRETrial,45,45,True,45,2,5,SRE_chain,"{""previous_sample"": {""obtained_response"": ""The old man sat down heavily in the chair after a long day."", ""current_mode"": ""c""}, ""current_mode"": ""c""}",True,False,,0.0,,"{""obtained_response"": ""restful"", ""current_mode"": ""s""}",True,52.0,,,29.324,280.0,320.0,40.0,0,default,SRETrial,Info,2023-08-03 10:58:33,The old man sat down heavily in the chair after a long day.,c,"{""obtained_response"": ""The old man sat down heavily in the chair after a long day."", ""current_mode"": ""c""}",c,restful
{},False,"{""start_time"": {""py/object"": ""datetime.datetime"", ""__reduce__"": [{""py/type"": ""datetime.datetime""}, [""B+cIAwo6JQc/fw==""]]}, ""prompt_component"": ""sympathetic"", ""mode"": ""s""}",19,2023-08-03 10:58:37,False,,,SRETrial,78,78,True,78,1,2,SRE_chain,"{""previous_sample"": {""obtained_response"": ""sympathetic"", ""current_mode"": ""s""}, ""current_mode"": ""s""}",True,False,,0.0,,"{""obtained_response"": ""I`m so sorry that happened to you."", ""current_mode"": ""c""}",True,50.0,,,14.693,440.0,480.0,40.0,0,default,SRETrial,Info,2023-08-03 10:58:37,sympathetic,s,"{""obtained_response"": ""sympathetic"", ""current_mode"": ""s""}",s,I`m so sorry that happened to you.
{},False,"{""start_time"": {""py/object"": ""datetime.datetime"", ""__reduce__"": [{""py/type"": ""datetime.datetime""}, [""B+cIAwo6Lgp79Q==""]]}, ""prompt_component"": ""Good morning, what a lovely day it is!"", ""mode"": ""c""}",20,2023-08-03 10:58:46,False,,,SRETrial,15,15,True,15,3,7,SRE_chain,"{""previous_sample"": {""obtained_response"": ""Good morning, what a lovely day it is!"", ""current_mode"": ""c""}, ""current_mode"": ""c""}",True,False,,0.0,,"{""obtained_response"": ""friendly"", ""current_mode"": ""s""}",True,51.0,,,5.968,280.0,320.0,40.0,0,default,SRETrial,Info,2023-08-03 10:58:46,"Good morning, what a lovely day it is!",c,"{""obtained_response"": ""Good morning, what a lovely day it is!"", ""current_mode"": ""c""}",c,friendly
{},False,"{""start_time"": {""py/object"": ""datetime.datetime"", ""__reduce__"": [{""py/type"": ""datetime.datetime""}, [""B+cIAwo6NQT2Qw==""]]}, ""prompt_component"": ""inquiring"", ""mode"": ""s""}",21,2023-08-03 10:58:53,False,,,SRETrial,61,61,True,61,1,2,SRE_chain,"{""previous_sample"": {""obtained_response"": ""inquiring"", ""current_mode"": ""s""}, ""current_mode"": ""s""}",True,False,,0.0,,"{""obtained_response"": ""So, when did this happen exactly?"", ""current_mode"": ""c""}",True,54.0,,,16.006,480.0,520.0,40.0,0,default,SRETrial,Info,2023-08-03 10:58:53,inquiring,s,"{""obtained_response"": ""inquiring"", ""current_mode"": ""s""}",s,"So, when did this happen exactly?"
{},False,"{""start_time"": {""py/object"": ""datetime.datetime"", ""__reduce__"": [{""py/type"": ""datetime.datetime""}, [""B+cIAwo6NQ23Sw==""]]}, ""prompt_component"": ""joyful"", ""mode"": ""s""}",22,2023-08-03 10:58:53,False,,,SRETrial,91,91,True,91,3,7,SRE_chain,"{""previous_sample"": {""obtained_response"": ""joyful"", ""current_mode"": ""s""}, ""current_mode"": ""s""}",True,False,,0.0,,"{""obtained_response"": ""What a beautiful day it is to be alive!"", ""current_mode"": ""c""}",True,53.0,,,9.833,320.0,360.0,40.0,0,default,SRETrial,Info,2023-08-03 10:58:53,joyful,s,"{""obtained_response"": ""joyful"", ""current_mode"": ""s""}",s,What a beautiful day it is to be alive!
{},False,"{""start_time"": {""py/object"": ""datetime.datetime"", ""__reduce__"": [{""py/type"": ""datetime.datetime""}, [""B+cIAwo7BACVDA==""]]}, ""prompt_component"": ""Thank you, that is going to help so much."", ""mode"": ""c""}",23,2023-08-03 10:59:04,False,,,SRETrial,19,19,True,19,2,5,SRE_chain,"{""previous_sample"": {""obtained_response"": ""Thank you, that is going to help so much."", ""current_mode"": ""c""}, ""current_mode"": ""c""}",True,False,,0.0,,"{""obtained_response"": ""grateful"", ""current_mode"": ""s""}",True,60.0,,,18.548,320.0,360.0,40.0,0,default,SRETrial,Info,2023-08-03 10:59:04,"Thank you, that is going to help so much.",c,"{""obtained_response"": ""Thank you, that is going to help so much."", ""current_mode"": ""c""}",c,grateful
{},False,"{""start_time"": {""py/object"": ""datetime.datetime"", ""__reduce__"": [{""py/type"": ""datetime.datetime""}, [""B+cIAwo7BAzGHQ==""]]}, ""prompt_component"": ""doubtful"", ""mode"": ""s""}",24,2023-08-03 10:59:04,False,,,SRETrial,107,20,True,107,3,7,SRE_chain,"{""previous_sample"": {""obtained_response"": ""doubtful"", ""current_mode"": ""s""}, ""current_mode"": ""s""}",True,False,,0.0,,"{""obtained_response"": ""I really don`t think it`s possible that will happen."", ""current_mode"": ""c""}",True,59.0,,,13.631,360.0,400.0,40.0,0,default,SRETrial,Info,2023-08-03 10:59:04,doubtful,s,"{""obtained_response"": ""doubtful"", ""current_mode"": ""s""}",s,I really don`t think it`s possible that will happen.
{},False,"{""start_time"": {""py/object"": ""datetime.datetime"", ""__reduce__"": [{""py/type"": ""datetime.datetime""}, [""B+cIAwo7Cgjceg==""]]}, ""prompt_component"": ""He cried when his dog ran off."", ""mode"": ""c""}",25,2023-08-03 10:59:10,False,,,SRETrial,17,17,True,17,1,2,SRE_chain,"{""previous_sample"": {""obtained_response"": ""He cried when his dog ran off."", ""current_mode"": ""c""}, ""current_mode"": ""c""}",True,False,,0.0,,"{""obtained_response"": ""upset"", ""current_mode"": ""s""}",True,57.0,,,4.105,520.0,560.0,40.0,0,default,SRETrial,Info,2023-08-03 10:59:10,He cried when his dog ran off.,c,"{""obtained_response"": ""He cried when his dog ran off."", ""current_mode"": ""c""}",c,upset
{},False,"{""start_time"": {""py/object"": ""datetime.datetime"", ""__reduce__"": [{""py/type"": ""datetime.datetime""}, [""B+cIAwo7Dw518A==""]]}, ""prompt_component"": ""happy"", ""mode"": ""s""}",26,2023-08-03 10:59:15,False,,,SRETrial,64,64,True,64,1,2,SRE_chain,"{""previous_sample"": {""obtained_response"": ""happy"", ""current_mode"": ""s""}, ""current_mode"": ""s""}",True,False,,0.0,,"{""obtained_response"": ""I love going to the beach, it`s so fun."", ""current_mode"": ""c""}",True,66.0,,,20.561,560.0,600.0,40.0,0,default,SRETrial,Info,2023-08-03 10:59:15,happy,s,"{""obtained_response"": ""happy"", ""current_mode"": ""s""}",s,"I love going to the beach, it`s so fun."
{},False,"{""start_time"": {""py/object"": ""datetime.datetime"", ""__reduce__"": [{""py/type"": ""datetime.datetime""}, [""B+cIAwo7EwsGTw==""]]}, ""prompt_component"": ""restful"", ""mode"": ""s""}",27,2023-08-03 10:59:19,False,,,SRETrial,111,45,True,111,3,7,SRE_chain,"{""previous_sample"": {""obtained_response"": ""restful"", ""current_mode"": ""s""}, ""current_mode"": ""s""}",True,False,,0.0,,"{""obtained_response"": ""What a soothing atmosphere, it is, here at the beach."", ""current_mode"": ""c""}",True,73.0,,,32.391,400.0,440.0,40.0,0,default,SRETrial,Info,2023-08-03 10:59:19,restful,s,"{""obtained_response"": ""restful"", ""current_mode"": ""s""}",s,"What a soothing atmosphere, it is, here at the beach."
{},False,"{""start_time"": {""py/object"": ""datetime.datetime"", ""__reduce__"": [{""py/type"": ""datetime.datetime""}, [""B+cIAwo7GAWMow==""]]}, ""prompt_component"": ""amazing"", ""mode"": ""s""}",28,2023-08-03 10:59:24,False,,,SRETrial,70,70,True,70,2,5,SRE_chain,"{""previous_sample"": {""obtained_response"": ""amazing"", ""current_mode"": ""s""}, ""current_mode"": ""s""}",True,False,,0.0,,"{""obtained_response"": ""Wow, that is really something you have there!"", ""current_mode"": ""c""}",True,69.0,,,16.957,360.0,400.0,40.0,0,default,SRETrial,Info,2023-08-03 10:59:24,amazing,s,"{""obtained_response"": ""amazing"", ""current_mode"": ""s""}",s,"Wow, that is really something you have there!"
{},False,"{""start_time"": {""py/object"": ""datetime.datetime"", ""__reduce__"": [{""py/type"": ""datetime.datetime""}, [""B+cIAwo7KwF+zg==""]]}, ""prompt_component"": ""compassionate"", ""mode"": ""s""}",29,2023-08-03 10:59:43,False,,,SRETrial,57,57,True,57,2,5,SRE_chain,"{""previous_sample"": {""obtained_response"": ""compassionate"", ""current_mode"": ""s""}, ""current_mode"": ""s""}",True,False,,0.0,,"{""obtained_response"": ""Don`t worry, I completely understand why you may feel like that."", ""current_mode"": ""c""}",True,80.0,,,20.351,400.0,440.0,40.0,0,default,SRETrial,Info,2023-08-03 10:59:43,compassionate,s,"{""obtained_response"": ""compassionate"", ""current_mode"": ""s""}",s,"Don`t worry, I completely understand why you may feel like that."
{},False,"{""start_time"": {""py/object"": ""datetime.datetime"", ""__reduce__"": [{""py/type"": ""datetime.datetime""}, [""B+cIAwo7LAFzag==""]]}, ""prompt_component"": ""Wow, what an amazing thing to happen."", ""mode"": ""c""}",30,2023-08-03 10:59:44,False,,,SRETrial,101,1,True,101,6,8,SREPractice,"{""previous_sample"": {""obtained_response"": ""Wow, what an amazing thing to happen."", ""current_mode"": ""c""}, ""current_mode"": ""c""}",True,False,,0.0,,"{""obtained_response"": ""excited"", ""current_mode"": ""s""}",True,77.0,,,13.965,110.0,150.0,40.0,0,default,SRETrial,Info,2023-08-03 10:59:44,"Wow, what an amazing thing to happen.",c,"{""obtained_response"": ""Wow, what an amazing thing to happen."", ""current_mode"": ""c""}",c,excited
{},False,"{""start_time"": {""py/object"": ""datetime.datetime"", ""__reduce__"": [{""py/type"": ""datetime.datetime""}, [""B+cIAwo7NQQkuw==""]]}, ""prompt_component"": ""The book explained just what I needed to know."", ""mode"": ""c""}",31,2023-08-03 10:59:53,False,,,SRETrial,46,46,True,46,3,7,SRE_chain,"{""previous_sample"": {""obtained_response"": ""The book explained just what I needed to know."", ""current_mode"": ""c""}, ""current_mode"": ""c""}",True,False,,0.0,,"{""obtained_response"": ""grateful"", ""current_mode"": ""s""}",True,78.0,,,6.615,440.0,480.0,40.0,0,default,SRETrial,Info,2023-08-03 10:59:53,The book explained just what I needed to know.,c,"{""obtained_response"": ""The book explained just what I needed to know."", ""current_mode"": ""c""}",c,grateful
{},False,"{""start_time"": {""py/object"": ""datetime.datetime"", ""__reduce__"": [{""py/type"": ""datetime.datetime""}, [""B+cIAwsAAgUlwQ==""]]}, ""prompt_component"": ""I`ve had such a nice day."", ""mode"": ""c""}",32,2023-08-03 11:00:02,False,,,SRETrial,23,23,True,23,3,7,SRE_chain,"{""previous_sample"": {""obtained_response"": ""I`ve had such a nice day."", ""current_mode"": ""c""}, ""current_mode"": ""c""}",True,False,,0.0,,"{""obtained_response"": ""thankful"", ""current_mode"": ""s""}",True,82.0,,,5.235,480.0,520.0,40.0,0,default,SRETrial,Info,2023-08-03 11:00:02,I`ve had such a nice day.,c,"{""obtained_response"": ""I`ve had such a nice day."", ""current_mode"": ""c""}",c,thankful
{},False,"{""start_time"": {""py/object"": ""datetime.datetime"", ""__reduce__"": [{""py/type"": ""datetime.datetime""}, [""B+cIAwsABQDdlg==""]]}, ""prompt_component"": ""excited"", ""mode"": ""s""}",33,2023-08-03 11:00:05,False,,,SRETrial,120,1,True,120,7,9,SREPractice,"{""previous_sample"": {""obtained_response"": ""excited"", ""current_mode"": ""s""}, ""current_mode"": ""s""}",True,False,,0.0,,"{""obtained_response"": ""I can`t believe we`re finally here, I cannot wait!"", ""current_mode"": ""c""}",True,89.0,,,24.274,110.0,150.0,40.0,0,default,SRETrial,Info,2023-08-03 11:00:05,excited,s,"{""obtained_response"": ""excited"", ""current_mode"": ""s""}",s,"I can`t believe we`re finally here, I cannot wait!"
{},False,"{""start_time"": {""py/object"": ""datetime.datetime"", ""__reduce__"": [{""py/type"": ""datetime.datetime""}, [""B+cIAwsABQO1vA==""]]}, ""prompt_component"": ""upset"", ""mode"": ""s""}",34,2023-08-03 11:00:05,False,,,SRETrial,86,86,True,86,2,5,SRE_chain,"{""previous_sample"": {""obtained_response"": ""upset"", ""current_mode"": ""s""}, ""current_mode"": ""s""}",True,False,,0.0,,"{""obtained_response"": ""I really wish it could have turned out differently."", ""current_mode"": ""c""}",True,90.0,,,25.444,440.0,480.0,40.0,0,default,SRETrial,Info,2023-08-03 11:00:05,upset,s,"{""obtained_response"": ""upset"", ""current_mode"": ""s""}",s,I really wish it could have turned out differently.
{},False,"{""start_time"": {""py/object"": ""datetime.datetime"", ""__reduce__"": [{""py/type"": ""datetime.datetime""}, [""B+cIAwsACAsntQ==""]]}, ""prompt_component"": ""revolting"", ""mode"": ""s""}",35,2023-08-03 11:00:08,False,,,SRETrial,54,54,True,54,3,7,SRE_chain,"{""previous_sample"": {""obtained_response"": ""revolting"", ""current_mode"": ""s""}, ""current_mode"": ""s""}",True,False,,0.0,,"{""obtained_response"": ""The worms chewed their way through the man`s exposed brain."", ""current_mode"": ""c""}",True,86.0,,,13.039,520.0,560.0,40.0,0,default,SRETrial,Info,2023-08-03 11:00:08,revolting,s,"{""obtained_response"": ""revolting"", ""current_mode"": ""s""}",s,The worms chewed their way through the man`s exposed brain.
{},False,"{""start_time"": {""py/object"": ""datetime.datetime"", ""__reduce__"": [{""py/type"": ""datetime.datetime""}, [""B+cIAwsADQBidw==""]]}, ""prompt_component"": ""received"", ""mode"": ""s""}",36,2023-08-03 11:00:13,False,,,SRETrial,59,59,True,59,6,10,SRE_chain,"{""previous_sample"": {""obtained_response"": ""received"", ""current_mode"": ""s""}, ""current_mode"": ""s""}",True,False,,0.0,,"{""obtained_response"": ""I have collected the parcel."", ""current_mode"": ""c""}",True,91.0,,,17.305,160.0,200.0,40.0,0,default,SRETrial,Info,2023-08-03 11:00:13,received,s,"{""obtained_response"": ""received"", ""current_mode"": ""s""}",s,I have collected the parcel.
