,id,idx_1,word_1,idx_2,word_2
68,69,1,admiring,19,embarrassed
69,70,1,admiring,20,encouraging
70,71,1,admiring,21,enthusiastic
71,72,1,admiring,22,exasperated
72,73,1,admiring,23,excited
73,74,1,admiring,24,frustrated
74,75,1,admiring,25,grateful
75,76,1,admiring,26,indignant
76,77,1,admiring,27,inquisitive
77,78,1,admiring,28,interested
78,79,1,admiring,29,irritated
79,80,1,admiring,30,mournful
80,81,1,admiring,31,nostalgic
81,82,1,admiring,32,optimistic
82,83,1,admiring,33,overwhelmed
83,84,1,admiring,34,peaceful
84,85,1,admiring,35,pessimistic
85,86,1,admiring,36,polite
86,87,1,admiring,37,reassuring
87,88,1,admiring,38,reflective
88,89,1,admiring,39,regretful
89,90,1,admiring,40,rejected
90,91,1,admiring,41,relieved
91,92,1,admiring,42,resigned
92,93,1,admiring,43,romantic
93,94,1,admiring,44,sad
94,95,1,admiring,45,sarcastic
95,96,1,admiring,46,serene
96,97,1,admiring,47,skeptical
97,98,1,admiring,48,stressed
98,99,1,admiring,49,uncertain
99,102,2,affectionate,2,affectionate
100,103,2,affectionate,3,amazed
101,104,2,affectionate,4,annoyed
102,105,2,affectionate,5,anxious
103,106,2,affectionate,6,apologetic
104,107,2,affectionate,7,appreciative
105,108,2,affectionate,8,casual
106,109,2,affectionate,9,cautious
107,110,2,affectionate,10,cheerful
108,111,2,affectionate,11,concerned
109,112,2,affectionate,12,confident
110,113,2,affectionate,13,confused
111,114,2,affectionate,14,curious
112,115,2,affectionate,15,disappointed
113,116,2,affectionate,16,dismissive
114,117,2,affectionate,17,ecstatic
115,118,2,affectionate,18,elated
116,119,2,affectionate,19,embarrassed
117,120,2,affectionate,20,encouraging
118,121,2,affectionate,21,enthusiastic
119,122,2,affectionate,22,exasperated
120,123,2,affectionate,23,excited
121,124,2,affectionate,24,frustrated
122,125,2,affectionate,25,grateful
123,126,2,affectionate,26,indignant
124,127,2,affectionate,27,inquisitive
125,128,2,affectionate,28,interested
126,129,2,affectionate,29,irritated
127,130,2,affectionate,30,mournful
128,131,2,affectionate,31,nostalgic
129,132,2,affectionate,32,optimistic
130,133,2,affectionate,33,overwhelmed
131,134,2,affectionate,34,peaceful
132,135,2,affectionate,35,pessimistic
133,136,2,affectionate,36,polite
134,137,2,affectionate,37,reassuring
135,138,2,affectionate,38,reflective
136,139,2,affectionate,39,regretful
137,140,2,affectionate,40,rejected
138,141,2,affectionate,41,relieved
139,142,2,affectionate,42,resigned
140,143,2,affectionate,43,romantic
141,144,2,affectionate,44,sad
142,145,2,affectionate,45,sarcastic
143,146,2,affectionate,46,serene
144,147,2,affectionate,47,skeptical
145,148,2,affectionate,48,stressed
146,149,2,affectionate,49,uncertain
147,153,3,amazed,3,amazed
148,154,3,amazed,4,annoyed
149,155,3,amazed,5,anxious
150,156,3,amazed,6,apologetic
151,157,3,amazed,7,appreciative
152,158,3,amazed,8,casual
153,159,3,amazed,9,cautious
154,160,3,amazed,10,cheerful
155,161,3,amazed,11,concerned
156,162,3,amazed,12,confident
157,163,3,amazed,13,confused
158,164,3,amazed,14,curious
159,165,3,amazed,15,disappointed
160,166,3,amazed,16,dismissive
161,167,3,amazed,17,ecstatic
162,168,3,amazed,18,elated
163,169,3,amazed,19,embarrassed
164,170,3,amazed,20,encouraging
165,171,3,amazed,21,enthusiastic
166,172,3,amazed,22,exasperated
167,173,3,amazed,23,excited
168,174,3,amazed,24,frustrated
169,175,3,amazed,25,grateful
170,176,3,amazed,26,indignant
171,177,3,amazed,27,inquisitive
172,178,3,amazed,28,interested
173,179,3,amazed,29,irritated
174,180,3,amazed,30,mournful
175,181,3,amazed,31,nostalgic
176,182,3,amazed,32,optimistic
177,183,3,amazed,33,overwhelmed
178,184,3,amazed,34,peaceful
179,185,3,amazed,35,pessimistic
180,186,3,amazed,36,polite
181,187,3,amazed,37,reassuring
182,188,3,amazed,38,reflective
183,189,3,amazed,39,regretful
184,190,3,amazed,40,rejected
185,191,3,amazed,41,relieved
186,192,3,amazed,42,resigned
187,193,3,amazed,43,romantic
188,194,3,amazed,44,sad
189,195,3,amazed,45,sarcastic
190,196,3,amazed,46,serene
191,197,3,amazed,47,skeptical
192,198,3,amazed,48,stressed
193,199,3,amazed,49,uncertain
194,204,4,annoyed,4,annoyed
195,205,4,annoyed,5,anxious
196,206,4,annoyed,6,apologetic
197,207,4,annoyed,7,appreciative
198,208,4,annoyed,8,casual
199,209,4,annoyed,9,cautious
200,210,4,annoyed,10,cheerful
201,211,4,annoyed,11,concerned
202,212,4,annoyed,12,confident
203,213,4,annoyed,13,confused
204,214,4,annoyed,14,curious
205,215,4,annoyed,15,disappointed
206,216,4,annoyed,16,dismissive
207,217,4,annoyed,17,ecstatic
208,218,4,annoyed,18,elated
209,219,4,annoyed,19,embarrassed
210,220,4,annoyed,20,encouraging
211,221,4,annoyed,21,enthusiastic
212,222,4,annoyed,22,exasperated
213,223,4,annoyed,23,excited
214,224,4,annoyed,24,frustrated
215,225,4,annoyed,25,grateful
216,226,4,annoyed,26,indignant
217,227,4,annoyed,27,inquisitive
218,228,4,annoyed,28,interested
219,229,4,annoyed,29,irritated
220,230,4,annoyed,30,mournful
221,231,4,annoyed,31,nostalgic
222,232,4,annoyed,32,optimistic
223,233,4,annoyed,33,overwhelmed
224,234,4,annoyed,34,peaceful
225,235,4,annoyed,35,pessimistic
226,236,4,annoyed,36,polite
227,237,4,annoyed,37,reassuring
228,238,4,annoyed,38,reflective
229,239,4,annoyed,39,regretful
230,240,4,annoyed,40,rejected
231,241,4,annoyed,41,relieved
232,242,4,annoyed,42,resigned
233,243,4,annoyed,43,romantic
234,244,4,annoyed,44,sad
235,245,4,annoyed,45,sarcastic
236,246,4,annoyed,46,serene
237,247,4,annoyed,47,skeptical
238,248,4,annoyed,48,stressed
239,249,4,annoyed,49,uncertain
240,255,5,anxious,5,anxious
241,256,5,anxious,6,apologetic
242,257,5,anxious,7,appreciative
243,258,5,anxious,8,casual
244,259,5,anxious,9,cautious
245,260,5,anxious,10,cheerful
246,261,5,anxious,11,concerned
247,262,5,anxious,12,confident
248,263,5,anxious,13,confused
249,264,5,anxious,14,curious
250,265,5,anxious,15,disappointed
251,266,5,anxious,16,dismissive
252,267,5,anxious,17,ecstatic
253,268,5,anxious,18,elated
254,269,5,anxious,19,embarrassed
255,270,5,anxious,20,encouraging
256,271,5,anxious,21,enthusiastic
257,272,5,anxious,22,exasperated
258,273,5,anxious,23,excited
259,274,5,anxious,24,frustrated
260,275,5,anxious,25,grateful
261,276,5,anxious,26,indignant
262,277,5,anxious,27,inquisitive
263,278,5,anxious,28,interested
264,279,5,anxious,29,irritated
265,280,5,anxious,30,mournful
266,281,5,anxious,31,nostalgic
267,282,5,anxious,32,optimistic
268,283,5,anxious,33,overwhelmed
269,284,5,anxious,34,peaceful
270,285,5,anxious,35,pessimistic
271,286,5,anxious,36,polite
272,287,5,anxious,37,reassuring
273,288,5,anxious,38,reflective
274,289,5,anxious,39,regretful
275,290,5,anxious,40,rejected
276,291,5,anxious,41,relieved
277,292,5,anxious,42,resigned
278,293,5,anxious,43,romantic
279,294,5,anxious,44,sad
280,295,5,anxious,45,sarcastic
281,296,5,anxious,46,serene
282,297,5,anxious,47,skeptical
283,298,5,anxious,48,stressed
284,299,5,anxious,49,uncertain
285,306,6,apologetic,6,apologetic
286,307,6,apologetic,7,appreciative
287,308,6,apologetic,8,casual
288,309,6,apologetic,9,cautious
289,310,6,apologetic,10,cheerful
290,311,6,apologetic,11,concerned
291,312,6,apologetic,12,confident
292,313,6,apologetic,13,confused
293,314,6,apologetic,14,curious
294,315,6,apologetic,15,disappointed
295,316,6,apologetic,16,dismissive
296,317,6,apologetic,17,ecstatic
297,318,6,apologetic,18,elated
298,319,6,apologetic,19,embarrassed
299,320,6,apologetic,20,encouraging
300,321,6,apologetic,21,enthusiastic
301,322,6,apologetic,22,exasperated
302,323,6,apologetic,23,excited
303,324,6,apologetic,24,frustrated
304,325,6,apologetic,25,grateful
305,326,6,apologetic,26,indignant
306,327,6,apologetic,27,inquisitive
307,328,6,apologetic,28,interested
308,329,6,apologetic,29,irritated
309,330,6,apologetic,30,mournful
310,331,6,apologetic,31,nostalgic
311,332,6,apologetic,32,optimistic
312,333,6,apologetic,33,overwhelmed
313,334,6,apologetic,34,peaceful
314,335,6,apologetic,35,pessimistic
315,336,6,apologetic,36,polite
316,337,6,apologetic,37,reassuring
317,338,6,apologetic,38,reflective
318,339,6,apologetic,39,regretful
319,340,6,apologetic,40,rejected
320,341,6,apologetic,41,relieved
321,342,6,apologetic,42,resigned
322,343,6,apologetic,43,romantic
323,344,6,apologetic,44,sad
324,345,6,apologetic,45,sarcastic
325,346,6,apologetic,46,serene
326,347,6,apologetic,47,skeptical
327,348,6,apologetic,48,stressed
328,349,6,apologetic,49,uncertain
329,357,7,appreciative,7,appreciative
330,358,7,appreciative,8,casual
331,359,7,appreciative,9,cautious
332,360,7,appreciative,10,cheerful
333,361,7,appreciative,11,concerned
334,362,7,appreciative,12,confident
335,363,7,appreciative,13,confused
336,364,7,appreciative,14,curious
337,365,7,appreciative,15,disappointed
338,366,7,appreciative,16,dismissive
339,367,7,appreciative,17,ecstatic
340,368,7,appreciative,18,elated
341,369,7,appreciative,19,embarrassed
342,370,7,appreciative,20,encouraging
343,371,7,appreciative,21,enthusiastic
344,372,7,appreciative,22,exasperated
345,373,7,appreciative,23,excited
346,374,7,appreciative,24,frustrated
347,375,7,appreciative,25,grateful
348,376,7,appreciative,26,indignant
349,377,7,appreciative,27,inquisitive
350,378,7,appreciative,28,interested
351,379,7,appreciative,29,irritated
352,380,7,appreciative,30,mournful
353,381,7,appreciative,31,nostalgic
354,382,7,appreciative,32,optimistic
355,383,7,appreciative,33,overwhelmed
356,384,7,appreciative,34,peaceful
357,385,7,appreciative,35,pessimistic
358,386,7,appreciative,36,polite
359,387,7,appreciative,37,reassuring
360,388,7,appreciative,38,reflective
361,389,7,appreciative,39,regretful
362,390,7,appreciative,40,rejected
363,391,7,appreciative,41,relieved
364,392,7,appreciative,42,resigned
365,393,7,appreciative,43,romantic
366,394,7,appreciative,44,sad
367,395,7,appreciative,45,sarcastic
368,396,7,appreciative,46,serene
369,397,7,appreciative,47,skeptical
370,398,7,appreciative,48,stressed
371,399,7,appreciative,49,uncertain
372,408,8,casual,8,casual
373,409,8,casual,9,cautious
374,410,8,casual,10,cheerful
375,411,8,casual,11,concerned
376,412,8,casual,12,confident
377,413,8,casual,13,confused
378,414,8,casual,14,curious
379,415,8,casual,15,disappointed
380,416,8,casual,16,dismissive
381,417,8,casual,17,ecstatic
382,418,8,casual,18,elated
383,419,8,casual,19,embarrassed
384,420,8,casual,20,encouraging
385,421,8,casual,21,enthusiastic
386,422,8,casual,22,exasperated
387,423,8,casual,23,excited
388,424,8,casual,24,frustrated
389,425,8,casual,25,grateful
390,426,8,casual,26,indignant
391,427,8,casual,27,inquisitive
392,428,8,casual,28,interested
393,429,8,casual,29,irritated
394,430,8,casual,30,mournful
395,431,8,casual,31,nostalgic
396,432,8,casual,32,optimistic
397,433,8,casual,33,overwhelmed
398,434,8,casual,34,peaceful
399,435,8,casual,35,pessimistic
400,436,8,casual,36,polite
401,437,8,casual,37,reassuring
402,438,8,casual,38,reflective
403,439,8,casual,39,regretful
404,440,8,casual,40,rejected
405,441,8,casual,41,relieved
406,442,8,casual,42,resigned
407,443,8,casual,43,romantic
408,444,8,casual,44,sad
409,445,8,casual,45,sarcastic
410,446,8,casual,46,serene
411,447,8,casual,47,skeptical
412,448,8,casual,48,stressed
413,449,8,casual,49,uncertain
414,459,9,cautious,9,cautious
415,460,9,cautious,10,cheerful
416,461,9,cautious,11,concerned
417,462,9,cautious,12,confident
418,463,9,cautious,13,confused
419,464,9,cautious,14,curious
420,465,9,cautious,15,disappointed
421,466,9,cautious,16,dismissive
422,467,9,cautious,17,ecstatic
423,468,9,cautious,18,elated
424,469,9,cautious,19,embarrassed
425,470,9,cautious,20,encouraging
426,471,9,cautious,21,enthusiastic
427,472,9,cautious,22,exasperated
428,473,9,cautious,23,excited
429,474,9,cautious,24,frustrated
430,475,9,cautious,25,grateful
431,476,9,cautious,26,indignant
432,477,9,cautious,27,inquisitive
433,478,9,cautious,28,interested
434,479,9,cautious,29,irritated
435,480,9,cautious,30,mournful
436,481,9,cautious,31,nostalgic
437,482,9,cautious,32,optimistic
438,483,9,cautious,33,overwhelmed
439,484,9,cautious,34,peaceful
440,485,9,cautious,35,pessimistic
441,486,9,cautious,36,polite
442,487,9,cautious,37,reassuring
443,488,9,cautious,38,reflective
444,489,9,cautious,39,regretful
445,490,9,cautious,40,rejected
446,491,9,cautious,41,relieved
447,492,9,cautious,42,resigned
448,493,9,cautious,43,romantic
449,494,9,cautious,44,sad
450,495,9,cautious,45,sarcastic
451,496,9,cautious,46,serene
452,497,9,cautious,47,skeptical
453,498,9,cautious,48,stressed
454,499,9,cautious,49,uncertain
455,510,10,cheerful,10,cheerful
456,511,10,cheerful,11,concerned
457,512,10,cheerful,12,confident
458,513,10,cheerful,13,confused
459,514,10,cheerful,14,curious
460,515,10,cheerful,15,disappointed
461,516,10,cheerful,16,dismissive
462,517,10,cheerful,17,ecstatic
463,518,10,cheerful,18,elated
464,519,10,cheerful,19,embarrassed
465,520,10,cheerful,20,encouraging
466,521,10,cheerful,21,enthusiastic
467,522,10,cheerful,22,exasperated
468,523,10,cheerful,23,excited
469,524,10,cheerful,24,frustrated
470,525,10,cheerful,25,grateful
471,526,10,cheerful,26,indignant
472,527,10,cheerful,27,inquisitive
473,528,10,cheerful,28,interested
474,529,10,cheerful,29,irritated
475,530,10,cheerful,30,mournful
476,531,10,cheerful,31,nostalgic
477,532,10,cheerful,32,optimistic
478,533,10,cheerful,33,overwhelmed
479,534,10,cheerful,34,peaceful
480,535,10,cheerful,35,pessimistic
481,536,10,cheerful,36,polite
482,537,10,cheerful,37,reassuring
483,538,10,cheerful,38,reflective
484,539,10,cheerful,39,regretful
485,540,10,cheerful,40,rejected
486,541,10,cheerful,41,relieved
487,542,10,cheerful,42,resigned
488,543,10,cheerful,43,romantic
489,544,10,cheerful,44,sad
490,545,10,cheerful,45,sarcastic
491,546,10,cheerful,46,serene
492,547,10,cheerful,47,skeptical
493,548,10,cheerful,48,stressed
494,549,10,cheerful,49,uncertain
495,561,11,concerned,11,concerned
496,562,11,concerned,12,confident
497,563,11,concerned,13,confused
498,564,11,concerned,14,curious
499,565,11,concerned,15,disappointed
500,566,11,concerned,16,dismissive
501,567,11,concerned,17,ecstatic
502,568,11,concerned,18,elated
503,569,11,concerned,19,embarrassed
504,570,11,concerned,20,encouraging
505,571,11,concerned,21,enthusiastic
506,572,11,concerned,22,exasperated
507,573,11,concerned,23,excited
508,574,11,concerned,24,frustrated
509,575,11,concerned,25,grateful
510,576,11,concerned,26,indignant
511,577,11,concerned,27,inquisitive
512,578,11,concerned,28,interested
513,579,11,concerned,29,irritated
514,580,11,concerned,30,mournful
515,581,11,concerned,31,nostalgic
516,582,11,concerned,32,optimistic
517,583,11,concerned,33,overwhelmed
518,584,11,concerned,34,peaceful
519,585,11,concerned,35,pessimistic
520,586,11,concerned,36,polite
521,587,11,concerned,37,reassuring
522,588,11,concerned,38,reflective
523,589,11,concerned,39,regretful
524,590,11,concerned,40,rejected
525,591,11,concerned,41,relieved
526,592,11,concerned,42,resigned
527,593,11,concerned,43,romantic
528,594,11,concerned,44,sad
529,595,11,concerned,45,sarcastic
530,596,11,concerned,46,serene
531,597,11,concerned,47,skeptical
532,598,11,concerned,48,stressed
533,599,11,concerned,49,uncertain
534,612,12,confident,12,confident
535,613,12,confident,13,confused
536,614,12,confident,14,curious
537,615,12,confident,15,disappointed
538,616,12,confident,16,dismissive
539,617,12,confident,17,ecstatic
540,618,12,confident,18,elated
541,619,12,confident,19,embarrassed
542,620,12,confident,20,encouraging
543,621,12,confident,21,enthusiastic
544,622,12,confident,22,exasperated
545,623,12,confident,23,excited
546,624,12,confident,24,frustrated
547,625,12,confident,25,grateful
548,626,12,confident,26,indignant
549,627,12,confident,27,inquisitive
550,628,12,confident,28,interested
551,629,12,confident,29,irritated
552,630,12,confident,30,mournful
553,631,12,confident,31,nostalgic
554,632,12,confident,32,optimistic
555,633,12,confident,33,overwhelmed
556,634,12,confident,34,peaceful
557,635,12,confident,35,pessimistic
558,636,12,confident,36,polite
559,637,12,confident,37,reassuring
560,638,12,confident,38,reflective
561,639,12,confident,39,regretful
562,640,12,confident,40,rejected
563,641,12,confident,41,relieved
564,642,12,confident,42,resigned
565,643,12,confident,43,romantic
566,644,12,confident,44,sad
567,645,12,confident,45,sarcastic
568,646,12,confident,46,serene
569,647,12,confident,47,skeptical
570,648,12,confident,48,stressed
571,649,12,confident,49,uncertain
572,663,13,confused,13,confused
573,664,13,confused,14,curious
574,665,13,confused,15,disappointed
575,666,13,confused,16,dismissive
576,667,13,confused,17,ecstatic
577,668,13,confused,18,elated
578,669,13,confused,19,embarrassed
579,670,13,confused,20,encouraging
580,671,13,confused,21,enthusiastic
581,672,13,confused,22,exasperated
582,673,13,confused,23,excited
583,674,13,confused,24,frustrated
584,675,13,confused,25,grateful
585,676,13,confused,26,indignant
586,677,13,confused,27,inquisitive
587,678,13,confused,28,interested
588,679,13,confused,29,irritated
589,680,13,confused,30,mournful
590,681,13,confused,31,nostalgic
591,682,13,confused,32,optimistic
592,683,13,confused,33,overwhelmed
593,684,13,confused,34,peaceful
594,685,13,confused,35,pessimistic
595,686,13,confused,36,polite
596,687,13,confused,37,reassuring
597,688,13,confused,38,reflective
598,689,13,confused,39,regretful
599,690,13,confused,40,rejected
600,691,13,confused,41,relieved
601,692,13,confused,42,resigned
602,693,13,confused,43,romantic
603,694,13,confused,44,sad
604,695,13,confused,45,sarcastic
605,696,13,confused,46,serene
606,697,13,confused,47,skeptical
607,698,13,confused,48,stressed
608,699,13,confused,49,uncertain
609,714,14,curious,14,curious
610,715,14,curious,15,disappointed
611,716,14,curious,16,dismissive
612,717,14,curious,17,ecstatic
613,718,14,curious,18,elated
614,719,14,curious,19,embarrassed
615,720,14,curious,20,encouraging
616,721,14,curious,21,enthusiastic
617,722,14,curious,22,exasperated
618,723,14,curious,23,excited
619,724,14,curious,24,frustrated
620,725,14,curious,25,grateful
621,726,14,curious,26,indignant
622,727,14,curious,27,inquisitive
623,728,14,curious,28,interested
624,729,14,curious,29,irritated
625,730,14,curious,30,mournful
626,731,14,curious,31,nostalgic
627,732,14,curious,32,optimistic
628,733,14,curious,33,overwhelmed
629,734,14,curious,34,peaceful
630,735,14,curious,35,pessimistic
631,736,14,curious,36,polite
632,737,14,curious,37,reassuring
633,738,14,curious,38,reflective
634,739,14,curious,39,regretful
635,740,14,curious,40,rejected
636,741,14,curious,41,relieved
637,742,14,curious,42,resigned
638,743,14,curious,43,romantic
639,744,14,curious,44,sad
640,745,14,curious,45,sarcastic
641,746,14,curious,46,serene
642,747,14,curious,47,skeptical
643,748,14,curious,48,stressed
644,749,14,curious,49,uncertain
645,765,15,disappointed,15,disappointed
646,766,15,disappointed,16,dismissive
647,767,15,disappointed,17,ecstatic
648,768,15,disappointed,18,elated
649,769,15,disappointed,19,embarrassed
650,770,15,disappointed,20,encouraging
651,771,15,disappointed,21,enthusiastic
652,772,15,disappointed,22,exasperated
653,773,15,disappointed,23,excited
654,774,15,disappointed,24,frustrated
655,775,15,disappointed,25,grateful
656,776,15,disappointed,26,indignant
657,777,15,disappointed,27,inquisitive
658,778,15,disappointed,28,interested
659,779,15,disappointed,29,irritated
660,780,15,disappointed,30,mournful
661,781,15,disappointed,31,nostalgic
662,782,15,disappointed,32,optimistic
663,783,15,disappointed,33,overwhelmed
664,784,15,disappointed,34,peaceful
665,785,15,disappointed,35,pessimistic
666,786,15,disappointed,36,polite
667,787,15,disappointed,37,reassuring
668,788,15,disappointed,38,reflective
669,789,15,disappointed,39,regretful
670,790,15,disappointed,40,rejected
671,791,15,disappointed,41,relieved
672,792,15,disappointed,42,resigned
673,793,15,disappointed,43,romantic
674,794,15,disappointed,44,sad
675,795,15,disappointed,45,sarcastic
676,796,15,disappointed,46,serene
677,797,15,disappointed,47,skeptical
678,798,15,disappointed,48,stressed
679,799,15,disappointed,49,uncertain
680,816,16,dismissive,16,dismissive
681,817,16,dismissive,17,ecstatic
682,818,16,dismissive,18,elated
683,819,16,dismissive,19,embarrassed
684,820,16,dismissive,20,encouraging
685,821,16,dismissive,21,enthusiastic
686,822,16,dismissive,22,exasperated
687,823,16,dismissive,23,excited
688,824,16,dismissive,24,frustrated
689,825,16,dismissive,25,grateful
690,826,16,dismissive,26,indignant
691,827,16,dismissive,27,inquisitive
692,828,16,dismissive,28,interested
693,829,16,dismissive,29,irritated
694,830,16,dismissive,30,mournful
695,831,16,dismissive,31,nostalgic
696,832,16,dismissive,32,optimistic
697,833,16,dismissive,33,overwhelmed
698,834,16,dismissive,34,peaceful
699,835,16,dismissive,35,pessimistic
700,836,16,dismissive,36,polite
701,837,16,dismissive,37,reassuring
702,838,16,dismissive,38,reflective
703,839,16,dismissive,39,regretful
704,840,16,dismissive,40,rejected
705,841,16,dismissive,41,relieved
706,842,16,dismissive,42,resigned
707,843,16,dismissive,43,romantic
708,844,16,dismissive,44,sad
709,845,16,dismissive,45,sarcastic
710,846,16,dismissive,46,serene
711,847,16,dismissive,47,skeptical
712,848,16,dismissive,48,stressed
713,849,16,dismissive,49,uncertain
714,867,17,ecstatic,17,ecstatic
715,868,17,ecstatic,18,elated
716,869,17,ecstatic,19,embarrassed
717,870,17,ecstatic,20,encouraging
718,871,17,ecstatic,21,enthusiastic
719,872,17,ecstatic,22,exasperated
720,873,17,ecstatic,23,excited
721,874,17,ecstatic,24,frustrated
722,875,17,ecstatic,25,grateful
723,876,17,ecstatic,26,indignant
724,877,17,ecstatic,27,inquisitive
725,878,17,ecstatic,28,interested
726,879,17,ecstatic,29,irritated
727,880,17,ecstatic,30,mournful
728,881,17,ecstatic,31,nostalgic
729,882,17,ecstatic,32,optimistic
730,883,17,ecstatic,33,overwhelmed
731,884,17,ecstatic,34,peaceful
732,885,17,ecstatic,35,pessimistic
733,886,17,ecstatic,36,polite
734,887,17,ecstatic,37,reassuring
735,888,17,ecstatic,38,reflective
736,889,17,ecstatic,39,regretful
737,890,17,ecstatic,40,rejected
738,891,17,ecstatic,41,relieved
739,892,17,ecstatic,42,resigned
740,893,17,ecstatic,43,romantic
741,894,17,ecstatic,44,sad
742,895,17,ecstatic,45,sarcastic
743,896,17,ecstatic,46,serene
744,897,17,ecstatic,47,skeptical
745,898,17,ecstatic,48,stressed
746,899,17,ecstatic,49,uncertain
747,918,18,elated,18,elated
748,919,18,elated,19,embarrassed
749,920,18,elated,20,encouraging
750,921,18,elated,21,enthusiastic
751,922,18,elated,22,exasperated
752,923,18,elated,23,excited
753,924,18,elated,24,frustrated
754,925,18,elated,25,grateful
755,926,18,elated,26,indignant
756,927,18,elated,27,inquisitive
757,928,18,elated,28,interested
758,929,18,elated,29,irritated
759,930,18,elated,30,mournful
760,931,18,elated,31,nostalgic
761,932,18,elated,32,optimistic
762,933,18,elated,33,overwhelmed
763,934,18,elated,34,peaceful
764,935,18,elated,35,pessimistic
765,936,18,elated,36,polite
766,937,18,elated,37,reassuring
767,938,18,elated,38,reflective
768,939,18,elated,39,regretful
769,940,18,elated,40,rejected
770,941,18,elated,41,relieved
771,942,18,elated,42,resigned
772,943,18,elated,43,romantic
773,944,18,elated,44,sad
774,945,18,elated,45,sarcastic
775,946,18,elated,46,serene
776,947,18,elated,47,skeptical
777,948,18,elated,48,stressed
778,949,18,elated,49,uncertain
779,969,19,embarrassed,19,embarrassed
780,970,19,embarrassed,20,encouraging
781,971,19,embarrassed,21,enthusiastic
782,972,19,embarrassed,22,exasperated
783,973,19,embarrassed,23,excited
784,974,19,embarrassed,24,frustrated
785,975,19,embarrassed,25,grateful
786,976,19,embarrassed,26,indignant
787,977,19,embarrassed,27,inquisitive
788,978,19,embarrassed,28,interested
789,979,19,embarrassed,29,irritated
790,980,19,embarrassed,30,mournful
791,981,19,embarrassed,31,nostalgic
792,982,19,embarrassed,32,optimistic
793,983,19,embarrassed,33,overwhelmed
794,984,19,embarrassed,34,peaceful
795,985,19,embarrassed,35,pessimistic
796,986,19,embarrassed,36,polite
797,987,19,embarrassed,37,reassuring
798,988,19,embarrassed,38,reflective
799,989,19,embarrassed,39,regretful
800,990,19,embarrassed,40,rejected
801,991,19,embarrassed,41,relieved
802,992,19,embarrassed,42,resigned
803,993,19,embarrassed,43,romantic
804,994,19,embarrassed,44,sad
805,995,19,embarrassed,45,sarcastic
806,996,19,embarrassed,46,serene
807,997,19,embarrassed,47,skeptical
808,998,19,embarrassed,48,stressed
809,999,19,embarrassed,49,uncertain
810,1020,20,encouraging,20,encouraging
811,1021,20,encouraging,21,enthusiastic
812,1022,20,encouraging,22,exasperated
813,1023,20,encouraging,23,excited
814,1024,20,encouraging,24,frustrated
815,1025,20,encouraging,25,grateful
816,1026,20,encouraging,26,indignant
817,1027,20,encouraging,27,inquisitive
818,1028,20,encouraging,28,interested
819,1029,20,encouraging,29,irritated
820,1030,20,encouraging,30,mournful
821,1031,20,encouraging,31,nostalgic
822,1032,20,encouraging,32,optimistic
823,1033,20,encouraging,33,overwhelmed
824,1034,20,encouraging,34,peaceful
