_initial_assets,awaiting_async_process,vars,id,creation_time,failed,failed_reason,time_of_death,type,origin_id,network_id,complete,node_id,participant_id,module_state_id,trial_maker_id,definition,finalized,is_repeat_trial,score,bonus,parent_trial_id,answer,propagate_failure,response_id,repeat_trial_index,n_repeat_trials,time_taken,time_credit_before_trial,time_credit_after_trial,time_credit_from_trial,block_position,block,class,object_type,start_time,prompt_component,mode,previous_sample,current_mode,obtained_response
{},False,"{""start_time"": {""py/object"": ""datetime.datetime"", ""__reduce__"": [{""py/type"": ""datetime.datetime""}, [""B+cHHwcsEwLGGw==""]]}, ""prompt_component"": ""The concert was absolutely fantastic last night."", ""mode"": ""c""}",12,2023-07-31 07:44:19,False,,,SRETrial,29,29,True,29,1,2,SRE_chain,"{""previous_sample"": {""obtained_response"": ""The concert was absolutely fantastic last night."", ""current_mode"": ""c""}, ""current_mode"": ""c""}",True,False,,0.0,,"{""obtained_response"": ""delighted"", ""current_mode"": ""s""}",True,23.0,,,19.08,560.0,600.0,40.0,0,default,SRETrial,Info,2023-07-31 07:44:19,The concert was absolutely fantastic last night.,c,"{""obtained_response"": ""The concert was absolutely fantastic last night."", ""current_mode"": ""c""}",c,delighted
{},False,"{""start_time"": {""py/object"": ""datetime.datetime"", ""__reduce__"": [{""py/type"": ""datetime.datetime""}, [""B+cHHwctOQogww==""]]}, ""prompt_component"": ""frustrated"", ""mode"": ""s""}",13,2023-07-31 07:45:57,False,,,SRETrial,94,1,True,94,2,3,SREPractice,"{""previous_sample"": {""obtained_response"": ""frustrated"", ""current_mode"": ""s""}, ""current_mode"": ""s""}",True,False,,0.0,,"{""obtained_response"": ""I felt extremely annoyed when he ignored my text."", ""current_mode"": ""c""}",True,39.0,,,64.359,110.0,150.0,40.0,0,default,SRETrial,Info,2023-07-31 07:45:57,frustrated,s,"{""obtained_response"": ""frustrated"", ""current_mode"": ""s""}",s,I felt extremely annoyed when he ignored my text.
{},False,"{""start_time"": {""py/object"": ""datetime.datetime"", ""__reduce__"": [{""py/type"": ""datetime.datetime""}, [""B+cHHwcuJQk34A==""]]}, ""prompt_component"": ""I can`t believe you betrayed me like that!"", ""mode"": ""c""}",14,2023-07-31 07:46:37,False,,,SRETrial,93,2,True,93,6,4,SREPractice,"{""previous_sample"": {""obtained_response"": ""I can`t believe you betrayed me like that!"", ""current_mode"": ""c""}, ""current_mode"": ""c""}",True,False,,0.0,,"{""obtained_response"": ""dismayed"", ""current_mode"": ""s""}",True,37.0,,,19.91,110.0,150.0,40.0,0,default,SRETrial,Info,2023-07-31 07:46:37,I can`t believe you betrayed me like that!,c,"{""obtained_response"": ""I can`t believe you betrayed me like that!"", ""current_mode"": ""c""}",c,dismayed
{},False,"{""start_time"": {""py/object"": ""datetime.datetime"", ""__reduce__"": [{""py/type"": ""datetime.datetime""}, [""B+cHHwcvAwojow==""]]}, ""prompt_component"": ""dismayed"", ""mode"": ""s""}",15,2023-07-31 07:47:03,False,,,SRETrial,105,2,True,105,2,3,SREPractice,"{""previous_sample"": {""obtained_response"": ""dismayed"", ""current_mode"": ""s""}, ""current_mode"": ""s""}",True,False,,0.0,,"{""obtained_response"": ""I was so upset to hear the school is closing down."", ""current_mode"": ""c""}",True,46.0,,,21.309,150.0,190.0,40.0,0,default,SRETrial,Info,2023-07-31 07:47:03,dismayed,s,"{""obtained_response"": ""dismayed"", ""current_mode"": ""s""}",s,I was so upset to hear the school is closing down.
{},False,"{""start_time"": {""py/object"": ""datetime.datetime"", ""__reduce__"": [{""py/type"": ""datetime.datetime""}, [""B+cHHwcvBQu8wg==""]]}, ""prompt_component"": ""Bored"", ""mode"": ""s""}",16,2023-07-31 07:47:05,False,,,SRETrial,51,51,True,51,6,5,SRE_chain,"{""previous_sample"": {""obtained_response"": ""Bored"", ""current_mode"": ""s""}, ""current_mode"": ""s""}",True,False,,0.0,,"{""obtained_response"": ""There is nothing to do at all."", ""current_mode"": ""c""}",True,45.0,,,15.439,160.0,200.0,40.0,0,default,SRETrial,Info,2023-07-31 07:47:05,Bored,s,"{""obtained_response"": ""Bored"", ""current_mode"": ""s""}",s,There is nothing to do at all.
{},False,"{""start_time"": {""py/object"": ""datetime.datetime"", ""__reduce__"": [{""py/type"": ""datetime.datetime""}, [""B+cHHwcvFgraoA==""]]}, ""prompt_component"": ""Irritated"", ""mode"": ""s""}",17,2023-07-31 07:47:22,False,,,SRETrial,67,67,True,67,6,5,SRE_chain,"{""previous_sample"": {""obtained_response"": ""Irritated"", ""current_mode"": ""s""}, ""current_mode"": ""s""}",True,False,,0.0,,"{""obtained_response"": ""For goodness sake, hurry up."", ""current_mode"": ""c""}",True,49.0,,,12.605,200.0,240.0,40.0,0,default,SRETrial,Info,2023-07-31 07:47:22,Irritated,s,"{""obtained_response"": ""Irritated"", ""current_mode"": ""s""}",s,"For goodness sake, hurry up."
{},False,"{""start_time"": {""py/object"": ""datetime.datetime"", ""__reduce__"": [{""py/type"": ""datetime.datetime""}, [""B+cHHwcvJA1UaA==""]]}, ""prompt_component"": ""Excited"", ""mode"": ""s""}",18,2023-07-31 07:47:36,False,,,SRETrial,53,53,True,53,6,5,SRE_chain,"{""previous_sample"": {""obtained_response"": ""Excited"", ""current_mode"": ""s""}, ""current_mode"": ""s""}",True,False,,0.0,,"{""obtained_response"": ""I can`t believe we`re going on holiday tomorrow!"", ""current_mode"": ""c""}",True,55.0,,,13.078,240.0,280.0,40.0,0,default,SRETrial,Info,2023-07-31 07:47:36,Excited,s,"{""obtained_response"": ""Excited"", ""current_mode"": ""s""}",s,I can`t believe we`re going on holiday tomorrow!
{},False,"{""start_time"": {""py/object"": ""datetime.datetime"", ""__reduce__"": [{""py/type"": ""datetime.datetime""}, [""B+cHHwcvJwIeQg==""]]}, ""prompt_component"": ""I'm so excited to share this news with you!"", ""mode"": ""c""}",19,2023-07-31 07:47:39,False,,,SRETrial,5,5,True,5,2,6,SRE_chain,"{""previous_sample"": {""obtained_response"": ""I'm so excited to share this news with you!"", ""current_mode"": ""c""}, ""current_mode"": ""c""}",True,False,,0.0,,"{""obtained_response"": ""happy"", ""current_mode"": ""s""}",True,85.0,,,140.253,200.0,240.0,40.0,0,default,SRETrial,Info,2023-07-31 07:47:39,I'm so excited to share this news with you!,c,"{""obtained_response"": ""I'm so excited to share this news with you!"", ""current_mode"": ""c""}",c,happy
{},False,"{""start_time"": {""py/object"": ""datetime.datetime"", ""__reduce__"": [{""py/type"": ""datetime.datetime""}, [""B+cHHwcvKAAPDw==""]]}, ""prompt_component"": ""I felt extremely annoyed when he ignored my text."", ""mode"": ""c""}",20,2023-07-31 07:47:39,True,response_timeout,2023-07-31 07:51:24,SRETrial,106,1,False,106,7,7,SREPractice,"{""previous_sample"": {""obtained_response"": ""I felt extremely annoyed when he ignored my text."", ""current_mode"": ""c""}, ""current_mode"": ""c""}",False,False,,,,,True,,,,,110.0,,,0,default,SRETrial,Info,2023-07-31 07:47:40,I felt extremely annoyed when he ignored my text.,c,"{""obtained_response"": ""I felt extremely annoyed when he ignored my text."", ""current_mode"": ""c""}",c,
{},False,"{""start_time"": {""py/object"": ""datetime.datetime"", ""__reduce__"": [{""py/type"": ""datetime.datetime""}, [""B+cHHwcvMwfQ5A==""]]}, ""prompt_component"": ""I'm grateful for the chance to pursue my passion."", ""mode"": ""c""}",21,2023-07-31 07:47:51,False,,,SRETrial,22,22,True,22,6,5,SRE_chain,"{""previous_sample"": {""obtained_response"": ""I'm grateful for the chance to pursue my passion."", ""current_mode"": ""c""}, ""current_mode"": ""c""}",True,False,,0.0,,"{""obtained_response"": ""thankful"", ""current_mode"": ""s""}",True,63.0,,,42.772,280.0,320.0,40.0,0,default,SRETrial,Info,2023-07-31 07:47:51,I'm grateful for the chance to pursue my passion.,c,"{""obtained_response"": ""I'm grateful for the chance to pursue my passion."", ""current_mode"": ""c""}",c,thankful
{},False,"{""start_time"": {""py/object"": ""datetime.datetime"", ""__reduce__"": [{""py/type"": ""datetime.datetime""}, [""B+cHHwcwCgcMuQ==""]]}, ""prompt_component"": ""I was so upset to hear the school is closing down."", ""mode"": ""c""}",22,2023-07-31 07:48:10,False,,,SRETrial,108,2,True,108,9,8,SREPractice,"{""previous_sample"": {""obtained_response"": ""I was so upset to hear the school is closing down."", ""current_mode"": ""c""}, ""current_mode"": ""c""}",True,False,,0.0,,"{""obtained_response"": ""sincere"", ""current_mode"": ""s""}",True,67.0,,,40.704,110.0,150.0,40.0,0,default,SRETrial,Info,2023-07-31 07:48:10,I was so upset to hear the school is closing down.,c,"{""obtained_response"": ""I was so upset to hear the school is closing down."", ""current_mode"": ""c""}",c,sincere
{},False,"{""start_time"": {""py/object"": ""datetime.datetime"", ""__reduce__"": [{""py/type"": ""datetime.datetime""}, [""B+cHHwcwIwy5+Q==""]]}, ""prompt_component"": ""I'm feeling quite nostalgic about the past."", ""mode"": ""c""}",23,2023-07-31 07:48:35,False,,,SRETrial,26,26,True,26,6,5,SRE_chain,"{""previous_sample"": {""obtained_response"": ""I'm feeling quite nostalgic about the past."", ""current_mode"": ""c""}, ""current_mode"": ""c""}",True,False,,0.0,,"{""obtained_response"": ""wistful"", ""current_mode"": ""s""}",True,66.0,,,8.637,320.0,360.0,40.0,0,default,SRETrial,Info,2023-07-31 07:48:35,I'm feeling quite nostalgic about the past.,c,"{""obtained_response"": ""I'm feeling quite nostalgic about the past."", ""current_mode"": ""c""}",c,wistful
{},False,"{""start_time"": {""py/object"": ""datetime.datetime"", ""__reduce__"": [{""py/type"": ""datetime.datetime""}, [""B+cHHwcwLQv7KA==""]]}, ""prompt_component"": ""Grouchy"", ""mode"": ""s""}",24,2023-07-31 07:48:45,False,,,SRETrial,73,73,True,73,6,5,SRE_chain,"{""previous_sample"": {""obtained_response"": ""Grouchy"", ""current_mode"": ""s""}, ""current_mode"": ""s""}",True,False,,0.0,,"{""obtained_response"": ""I`ll do it myself then."", ""current_mode"": ""c""}",True,70.0,,,23.338,360.0,400.0,40.0,0,default,SRETrial,Info,2023-07-31 07:48:45,Grouchy,s,"{""obtained_response"": ""Grouchy"", ""current_mode"": ""s""}",s,I`ll do it myself then.
{},False,"{""start_time"": {""py/object"": ""datetime.datetime"", ""__reduce__"": [{""py/type"": ""datetime.datetime""}, [""B+cHHwcxBARE3g==""]]}, ""prompt_component"": ""You have no idea how much you hurt me."", ""mode"": ""c""}",25,2023-07-31 07:49:04,False,,,SRETrial,95,89,True,95,9,9,SRE_chain,"{""previous_sample"": {""obtained_response"": ""You have no idea how much you hurt me."", ""current_mode"": ""c""}, ""current_mode"": ""c""}",True,False,,0.0,,"{""obtained_response"": ""enraged"", ""current_mode"": ""s""}",True,82.0,,,48.75,160.0,200.0,40.0,0,default,SRETrial,Info,2023-07-31 07:49:04,You have no idea how much you hurt me.,c,"{""obtained_response"": ""You have no idea how much you hurt me."", ""current_mode"": ""c""}",c,enraged
{},False,"{""start_time"": {""py/object"": ""datetime.datetime"", ""__reduce__"": [{""py/type"": ""datetime.datetime""}, [""B+cHHwcxCgqBVQ==""]]}, ""prompt_component"": ""Sanguine"", ""mode"": ""s""}",26,2023-07-31 07:49:10,False,,,SRETrial,60,60,True,60,6,5,SRE_chain,"{""previous_sample"": {""obtained_response"": ""Sanguine"", ""current_mode"": ""s""}, ""current_mode"": ""s""}",True,False,,0.0,,"{""obtained_response"": ""What will be will be."", ""current_mode"": ""c""}",True,74.0,,,13.506,400.0,440.0,40.0,0,default,SRETrial,Info,2023-07-31 07:49:10,Sanguine,s,"{""obtained_response"": ""Sanguine"", ""current_mode"": ""s""}",s,What will be will be.
{},False,"{""start_time"": {""py/object"": ""datetime.datetime"", ""__reduce__"": [{""py/type"": ""datetime.datetime""}, [""B+cHHwcxEAARZg==""]]}, ""prompt_component"": ""sincere"", ""mode"": ""s""}",27,2023-07-31 07:49:15,False,,,SRETrial,113,2,True,113,10,10,SREPractice,"{""previous_sample"": {""obtained_response"": ""sincere"", ""current_mode"": ""s""}, ""current_mode"": ""s""}",True,False,,0.0,,"{""obtained_response"": ""It was said in a meaningful way."", ""current_mode"": ""c""}",True,80.0,,,34.98,110.0,150.0,40.0,0,default,SRETrial,Info,2023-07-31 07:49:16,sincere,s,"{""obtained_response"": ""sincere"", ""current_mode"": ""s""}",s,It was said in a meaningful way.
{},False,"{""start_time"": {""py/object"": ""datetime.datetime"", ""__reduce__"": [{""py/type"": ""datetime.datetime""}, [""B+cHHwcxGQiOig==""]]}, ""prompt_component"": ""I'm sorry, but I can't make it to the party."", ""mode"": ""c""}",28,2023-07-31 07:49:25,False,,,SRETrial,14,14,True,14,6,5,SRE_chain,"{""previous_sample"": {""obtained_response"": ""I'm sorry, but I can't make it to the party."", ""current_mode"": ""c""}, ""current_mode"": ""c""}",True,False,,0.0,,"{""obtained_response"": ""apologetic"", ""current_mode"": ""s""}",True,75.0,,,8.832,440.0,480.0,40.0,0,default,SRETrial,Info,2023-07-31 07:49:25,"I'm sorry, but I can't make it to the party.",c,"{""obtained_response"": ""I'm sorry, but I can't make it to the party."", ""current_mode"": ""c""}",c,apologetic
{},False,"{""start_time"": {""py/object"": ""datetime.datetime"", ""__reduce__"": [{""py/type"": ""datetime.datetime""}, [""B+cHHwcxIwrmIg==""]]}, ""prompt_component"": ""I'm really annoyed by the constant interruptions."", ""mode"": ""c""}",29,2023-07-31 07:49:35,False,,,SRETrial,13,13,True,13,6,5,SRE_chain,"{""previous_sample"": {""obtained_response"": ""I'm really annoyed by the constant interruptions."", ""current_mode"": ""c""}, ""current_mode"": ""c""}",True,False,,0.0,,"{""obtained_response"": ""irritated"", ""current_mode"": ""s""}",True,79.0,,,11.628,480.0,520.0,40.0,0,default,SRETrial,Info,2023-07-31 07:49:35,I'm really annoyed by the constant interruptions.,c,"{""obtained_response"": ""I'm really annoyed by the constant interruptions."", ""current_mode"": ""c""}",c,irritated
{},False,"{""start_time"": {""py/object"": ""datetime.datetime"", ""__reduce__"": [{""py/type"": ""datetime.datetime""}, [""B+cHHwcxMAxqOw==""]]}, ""prompt_component"": ""I'm thrilled to be part of this team."", ""mode"": ""c""}",30,2023-07-31 07:49:48,False,,,SRETrial,12,12,True,12,6,5,SRE_chain,"{""previous_sample"": {""obtained_response"": ""I'm thrilled to be part of this team."", ""current_mode"": ""c""}, ""current_mode"": ""c""}",True,False,,0.0,,"{""obtained_response"": ""appreciative"", ""current_mode"": ""s""}",True,84.0,,,9.422,520.0,560.0,40.0,0,default,SRETrial,Info,2023-07-31 07:49:48,I'm thrilled to be part of this team.,c,"{""obtained_response"": ""I'm thrilled to be part of this team."", ""current_mode"": ""c""}",c,appreciative
{},False,"{""start_time"": {""py/object"": ""datetime.datetime"", ""__reduce__"": [{""py/type"": ""datetime.datetime""}, [""B+cHHwcxNgt1dw==""]]}, ""prompt_component"": ""Congratulations on your well-deserved promotion!"", ""mode"": ""c""}",31,2023-07-31 07:49:54,False,,,SRETrial,44,44,True,44,9,9,SRE_chain,"{""previous_sample"": {""obtained_response"": ""Congratulations on your well-deserved promotion!"", ""current_mode"": ""c""}, ""current_mode"": ""c""}",True,False,,0.0,,"{""obtained_response"": ""sincere"", ""current_mode"": ""s""}",True,92.0,,,26.79,200.0,240.0,40.0,0,default,SRETrial,Info,2023-07-31 07:49:54,Congratulations on your well-deserved promotion!,c,"{""obtained_response"": ""Congratulations on your well-deserved promotion!"", ""current_mode"": ""c""}",c,sincere
{},False,"{""start_time"": {""py/object"": ""datetime.datetime"", ""__reduce__"": [{""py/type"": ""datetime.datetime""}, [""B+cHHwcyAAp2HQ==""]]}, ""prompt_component"": ""It's been a pleasure working with you."", ""mode"": ""c""}",32,2023-07-31 07:50:00,False,,,SRETrial,32,32,True,32,2,6,SRE_chain,"{""previous_sample"": {""obtained_response"": ""It's been a pleasure working with you."", ""current_mode"": ""c""}, ""current_mode"": ""c""}",True,False,,0.0,,"{""obtained_response"": ""joyful"", ""current_mode"": ""s""}",True,97.0,,,40.703,240.0,280.0,40.0,0,default,SRETrial,Info,2023-07-31 07:50:00,It's been a pleasure working with you.,c,"{""obtained_response"": ""It's been a pleasure working with you."", ""current_mode"": ""c""}",c,joyful
{},False,"{""start_time"": {""py/object"": ""datetime.datetime"", ""__reduce__"": [{""py/type"": ""datetime.datetime""}, [""B+cHHwcyAg8F7A==""]]}, ""prompt_component"": ""alarmed"", ""mode"": ""s""}",33,2023-07-31 07:50:02,False,,,SRETrial,96,21,True,96,10,11,SRE_chain,"{""previous_sample"": {""obtained_response"": ""alarmed"", ""current_mode"": ""s""}, ""current_mode"": ""s""}",True,False,,0.0,,"{""obtained_response"": ""He was a little bit frightened."", ""current_mode"": ""c""}",True,91.0,,,15.372,160.0,200.0,40.0,0,default,SRETrial,Info,2023-07-31 07:50:02,alarmed,s,"{""obtained_response"": ""alarmed"", ""current_mode"": ""s""}",s,He was a little bit frightened.
{},False,"{""start_time"": {""py/object"": ""datetime.datetime"", ""__reduce__"": [{""py/type"": ""datetime.datetime""}, [""B+cHHwcyEwbk5A==""]]}, ""prompt_component"": ""This concert is beyond anything I imagined."", ""mode"": ""c""}",34,2023-07-31 07:50:19,False,,,SRETrial,6,6,True,6,10,11,SRE_chain,"{""previous_sample"": {""obtained_response"": ""This concert is beyond anything I imagined."", ""current_mode"": ""c""}, ""current_mode"": ""c""}",True,False,,0.0,,"{""obtained_response"": ""great"", ""current_mode"": ""s""}",True,131.0,,,133.347,200.0,240.0,40.0,0,default,SRETrial,Info,2023-07-31 07:50:19,This concert is beyond anything I imagined.,c,"{""obtained_response"": ""This concert is beyond anything I imagined."", ""current_mode"": ""c""}",c,great
{},False,"{""start_time"": {""py/object"": ""datetime.datetime"", ""__reduce__"": [{""py/type"": ""datetime.datetime""}, [""B+cHHwcyFweiVw==""]]}, ""prompt_component"": ""Rejuvenated"", ""mode"": ""s""}",35,2023-07-31 07:50:23,False,,,SRETrial,84,84,True,84,9,9,SRE_chain,"{""previous_sample"": {""obtained_response"": ""Rejuvenated"", ""current_mode"": ""s""}, ""current_mode"": ""s""}",True,False,,0.0,,"{""obtained_response"": ""I feel like a new woman!"", ""current_mode"": ""c""}",True,101.0,,,27.224,240.0,280.0,40.0,0,default,SRETrial,Info,2023-07-31 07:50:23,Rejuvenated,s,"{""obtained_response"": ""Rejuvenated"", ""current_mode"": ""s""}",s,I feel like a new woman!
{},False,"{""start_time"": {""py/object"": ""datetime.datetime"", ""__reduce__"": [{""py/type"": ""datetime.datetime""}, [""B+cHHwcyKgk+rQ==""]]}, ""prompt_component"": ""sincere"", ""mode"": ""s""}",36,2023-07-31 07:50:42,False,,,SRETrial,123,44,True,123,2,6,SRE_chain,"{""previous_sample"": {""obtained_response"": ""sincere"", ""current_mode"": ""s""}, ""current_mode"": ""s""}",True,False,,0.0,,"{""obtained_response"": ""I am being earnest when I tell you how sorry I am."", ""current_mode"": ""c""}",True,107.0,,,28.216,280.0,320.0,40.0,0,default,SRETrial,Info,2023-07-31 07:50:42,sincere,s,"{""obtained_response"": ""sincere"", ""current_mode"": ""s""}",s,I am being earnest when I tell you how sorry I am.
