awaiting_async_process,vars,id,creation_time,failed,failed_reason,time_of_death,type,network_id,participant_id,trial_maker_id,module_id,_on_create_called,_on_deploy_called,ready_for_trials,key,degree,child_id,parent_id,seed,definition,context,participant_group,block,propagate_failure,n_viable_trials,class,object_type
False,{},38,2023-07-31 09:21:38,False,,,TrialSource,38,,SRE_chain,SRE_chain,True,False,True,,0,167.0,,{},"{""previous_sample"": {""obtained_response"": ""This new recipe you tried is absolutely delicious!"", ""current_mode"": ""c""}, ""current_mode"": ""c""}",,default,default,False,1,SRENode,Node
False,{},39,2023-07-31 09:21:38,False,,,TrialSource,39,,SRE_chain,SRE_chain,True,False,True,,0,181.0,,{},"{""previous_sample"": {""obtained_response"": ""I'm feeling quite anxious about the presentation."", ""current_mode"": ""c""}, ""current_mode"": ""c""}",,default,default,False,1,SRENode,Node
False,{},40,2023-07-31 09:21:38,False,,,TrialSource,40,,SRE_chain,SRE_chain,True,False,True,,0,303.0,,{},"{""previous_sample"": {""obtained_response"": ""I'm really impressed by your dedication and hard work."", ""current_mode"": ""c""}, ""current_mode"": ""c""}",,default,default,False,1,SRENode,Node
False,{},41,2023-07-31 09:21:38,False,,,TrialSource,41,,SRE_chain,SRE_chain,True,False,True,,0,340.0,,{},"{""previous_sample"": {""obtained_response"": ""I'm excited about the new adventure ahead."", ""current_mode"": ""c""}, ""current_mode"": ""c""}",,default,default,False,1,SRENode,Node
False,{},42,2023-07-31 09:21:38,False,,,TrialSource,42,,SRE_chain,SRE_chain,True,False,True,,0,279.0,,{},"{""previous_sample"": {""obtained_response"": ""I'm feeling a bit under the weather today."", ""current_mode"": ""c""}, ""current_mode"": ""c""}",,default,default,False,1,SRENode,Node
False,{},43,2023-07-31 09:21:38,False,,,TrialSource,43,,SRE_chain,SRE_chain,True,False,True,,0,160.0,,{},"{""previous_sample"": {""obtained_response"": ""I'm glad we were able to clear up the misunderstanding."", ""current_mode"": ""c""}, ""current_mode"": ""c""}",,default,default,False,1,SRENode,Node
False,{},44,2023-07-31 09:21:38,False,,,TrialSource,44,,SRE_chain,SRE_chain,True,False,True,,0,123.0,,{},"{""previous_sample"": {""obtained_response"": ""Congratulations on your well-deserved promotion!"", ""current_mode"": ""c""}, ""current_mode"": ""c""}",,default,default,False,1,SRENode,Node
False,{},45,2023-07-31 09:21:38,False,,,TrialSource,45,,SRE_chain,SRE_chain,True,False,True,,0,134.0,,{},"{""previous_sample"": {""obtained_response"": ""The view from this mountain top is breathtaking."", ""current_mode"": ""c""}, ""current_mode"": ""c""}",,default,default,False,1,SRENode,Node
False,{},46,2023-07-31 09:21:38,False,,,TrialSource,46,,SRE_chain,SRE_chain,True,False,True,,0,396.0,,{},"{""previous_sample"": {""obtained_response"": ""This movie is so heartwarming and emotional."", ""current_mode"": ""c""}, ""current_mode"": ""c""}",,default,default,False,1,SRENode,Node
False,{},47,2023-07-31 09:21:38,False,,,TrialSource,47,,SRE_chain,SRE_chain,True,False,True,,0,102.0,,{},"{""previous_sample"": {""obtained_response"": ""I'm thrilled to be part of this project."", ""current_mode"": ""c""}, ""current_mode"": ""c""}",,default,default,False,1,SRENode,Node
False,{},48,2023-07-31 09:21:38,False,,,TrialSource,48,,SRE_chain,SRE_chain,True,False,True,,0,170.0,,{},"{""previous_sample"": {""obtained_response"": ""Peaceful"", ""current_mode"": ""s""}, ""current_mode"": ""s""}",,default,default,False,1,SRENode,Node
False,{},49,2023-07-31 09:21:38,False,,,TrialSource,49,,SRE_chain,SRE_chain,True,False,True,,0,190.0,,{},"{""previous_sample"": {""obtained_response"": ""Overwhelmed"", ""current_mode"": ""s""}, ""current_mode"": ""s""}",,default,default,False,1,SRENode,Node
False,{},50,2023-07-31 09:21:38,False,,,TrialSource,50,,SRE_chain,SRE_chain,True,False,True,,0,164.0,,{},"{""previous_sample"": {""obtained_response"": ""Resentful"", ""current_mode"": ""s""}, ""current_mode"": ""s""}",,default,default,False,1,SRENode,Node
False,{},51,2023-07-31 09:21:38,False,,,TrialSource,51,,SRE_chain,SRE_chain,True,False,True,,0,107.0,,{},"{""previous_sample"": {""obtained_response"": ""Bored"", ""current_mode"": ""s""}, ""current_mode"": ""s""}",,default,default,False,1,SRENode,Node
False,{},52,2023-07-31 09:21:38,False,,,TrialSource,52,,SRE_chain,SRE_chain,True,False,True,,0,158.0,,{},"{""previous_sample"": {""obtained_response"": ""Disgruntled"", ""current_mode"": ""s""}, ""current_mode"": ""s""}",,default,default,False,1,SRENode,Node
False,{},53,2023-07-31 09:21:38,False,,,TrialSource,53,,SRE_chain,SRE_chain,True,False,True,,0,110.0,,{},"{""previous_sample"": {""obtained_response"": ""Excited"", ""current_mode"": ""s""}, ""current_mode"": ""s""}",,default,default,False,1,SRENode,Node
False,{},54,2023-07-31 09:21:38,False,,,TrialSource,54,,SRE_chain,SRE_chain,True,False,True,,0,136.0,,{},"{""previous_sample"": {""obtained_response"": ""Inquisitive"", ""current_mode"": ""s""}, ""current_mode"": ""s""}",,default,default,False,1,SRENode,Node
False,{},55,2023-07-31 09:21:38,False,,,TrialSource,55,,SRE_chain,SRE_chain,True,False,True,,0,128.0,,{},"{""previous_sample"": {""obtained_response"": ""Apathetic"", ""current_mode"": ""s""}, ""current_mode"": ""s""}",,default,default,False,1,SRENode,Node
False,{},56,2023-07-31 09:21:38,False,,,TrialSource,56,,SRE_chain,SRE_chain,True,False,True,,0,166.0,,{},"{""previous_sample"": {""obtained_response"": ""Enchanted"", ""current_mode"": ""s""}, ""current_mode"": ""s""}",,default,default,False,1,SRENode,Node
False,{},57,2023-07-31 09:21:38,False,,,TrialSource,57,,SRE_chain,SRE_chain,True,False,True,,0,232.0,,{},"{""previous_sample"": {""obtained_response"": ""Embarrassed"", ""current_mode"": ""s""}, ""current_mode"": ""s""}",,default,default,False,1,SRENode,Node
False,{},58,2023-07-31 09:21:38,False,,,TrialSource,58,,SRE_chain,SRE_chain,True,False,True,,0,210.0,,{},"{""previous_sample"": {""obtained_response"": ""Wary"", ""current_mode"": ""s""}, ""current_mode"": ""s""}",,default,default,False,1,SRENode,Node
False,{},59,2023-07-31 09:21:38,False,,,TrialSource,59,,SRE_chain,SRE_chain,True,False,True,,0,219.0,,{},"{""previous_sample"": {""obtained_response"": ""Overwhelmed"", ""current_mode"": ""s""}, ""current_mode"": ""s""}",,default,default,False,1,SRENode,Node
False,{},60,2023-07-31 09:21:38,False,,,TrialSource,60,,SRE_chain,SRE_chain,True,False,True,,0,115.0,,{},"{""previous_sample"": {""obtained_response"": ""Sanguine"", ""current_mode"": ""s""}, ""current_mode"": ""s""}",,default,default,False,1,SRENode,Node
False,{},61,2023-07-31 09:21:38,False,,,TrialSource,61,,SRE_chain,SRE_chain,True,False,True,,0,189.0,,{},"{""previous_sample"": {""obtained_response"": ""Enthusiastic"", ""current_mode"": ""s""}, ""current_mode"": ""s""}",,default,default,False,1,SRENode,Node
False,{},62,2023-07-31 09:21:38,False,,,TrialSource,62,,SRE_chain,SRE_chain,True,False,True,,0,228.0,,{},"{""previous_sample"": {""obtained_response"": ""Heartbroken"", ""current_mode"": ""s""}, ""current_mode"": ""s""}",,default,default,False,1,SRENode,Node
False,{},63,2023-07-31 09:21:38,False,,,TrialSource,63,,SRE_chain,SRE_chain,True,False,True,,0,249.0,,{},"{""previous_sample"": {""obtained_response"": ""Ecstatic"", ""current_mode"": ""s""}, ""current_mode"": ""s""}",,default,default,False,1,SRENode,Node
False,{},64,2023-07-31 09:21:38,False,,,TrialSource,64,,SRE_chain,SRE_chain,True,False,True,,0,156.0,,{},"{""previous_sample"": {""obtained_response"": ""Ashamed"", ""current_mode"": ""s""}, ""current_mode"": ""s""}",,default,default,False,1,SRENode,Node
False,{},65,2023-07-31 09:21:38,False,,,TrialSource,65,,SRE_chain,SRE_chain,True,False,True,,0,307.0,,{},"{""previous_sample"": {""obtained_response"": ""Cautious"", ""current_mode"": ""s""}, ""current_mode"": ""s""}",,default,default,False,1,SRENode,Node
False,{},66,2023-07-31 09:21:38,False,,,TrialSource,66,,SRE_chain,SRE_chain,True,False,True,,0,177.0,,{},"{""previous_sample"": {""obtained_response"": ""Anxious"", ""current_mode"": ""s""}, ""current_mode"": ""s""}",,default,default,False,1,SRENode,Node
False,{},67,2023-07-31 09:21:38,False,,,TrialSource,67,,SRE_chain,SRE_chain,True,False,True,,0,109.0,,{},"{""previous_sample"": {""obtained_response"": ""Irritated"", ""current_mode"": ""s""}, ""current_mode"": ""s""}",,default,default,False,1,SRENode,Node
False,{},68,2023-07-31 09:21:38,False,,,TrialSource,68,,SRE_chain,SRE_chain,True,False,True,,0,169.0,,{},"{""previous_sample"": {""obtained_response"": ""Skeptical"", ""current_mode"": ""s""}, ""current_mode"": ""s""}",,default,default,False,1,SRENode,Node
False,{},69,2023-07-31 09:21:38,False,,,TrialSource,69,,SRE_chain,SRE_chain,True,False,True,,0,327.0,,{},"{""previous_sample"": {""obtained_response"": ""Radiant"", ""current_mode"": ""s""}, ""current_mode"": ""s""}",,default,default,False,1,SRENode,Node
False,{},70,2023-07-31 09:21:38,False,,,TrialSource,70,,SRE_chain,SRE_chain,True,False,True,,0,304.0,,{},"{""previous_sample"": {""obtained_response"": ""Sad"", ""current_mode"": ""s""}, ""current_mode"": ""s""}",,default,default,False,1,SRENode,Node
False,{},71,2023-07-31 09:21:38,False,,,TrialSource,71,,SRE_chain,SRE_chain,True,False,True,,0,135.0,,{},"{""previous_sample"": {""obtained_response"": ""Relaxed"", ""current_mode"": ""s""}, ""current_mode"": ""s""}",,default,default,False,1,SRENode,Node
False,{},72,2023-07-31 09:21:38,False,,,TrialSource,72,,SRE_chain,SRE_chain,True,False,True,,0,271.0,,{},"{""previous_sample"": {""obtained_response"": ""Worried"", ""current_mode"": ""s""}, ""current_mode"": ""s""}",,default,default,False,1,SRENode,Node
False,{},73,2023-07-31 09:21:38,False,,,TrialSource,73,,SRE_chain,SRE_chain,True,False,True,,0,114.0,,{},"{""previous_sample"": {""obtained_response"": ""Grouchy"", ""current_mode"": ""s""}, ""current_mode"": ""s""}",,default,default,False,1,SRENode,Node
False,{},74,2023-07-31 09:21:38,False,,,TrialSource,74,,SRE_chain,SRE_chain,True,False,True,,0,150.0,,{},"{""previous_sample"": {""obtained_response"": ""Melancholic"", ""current_mode"": ""s""}, ""current_mode"": ""s""}",,default,default,False,1,SRENode,Node
False,{},75,2023-07-31 09:21:38,False,,,TrialSource,75,,SRE_chain,SRE_chain,True,False,True,,0,196.0,,{},"{""previous_sample"": {""obtained_response"": ""Confused"", ""current_mode"": ""s""}, ""current_mode"": ""s""}",,default,default,False,1,SRENode,Node
False,{},76,2023-07-31 09:21:38,False,,,TrialSource,76,,SRE_chain,SRE_chain,True,False,True,,0,460.0,,{},"{""previous_sample"": {""obtained_response"": ""Giddy"", ""current_mode"": ""s""}, ""current_mode"": ""s""}",,default,default,False,1,SRENode,Node
False,{},77,2023-07-31 09:21:38,False,,,TrialSource,77,,SRE_chain,SRE_chain,True,False,True,,0,554.0,,{},"{""previous_sample"": {""obtained_response"": ""Merry"", ""current_mode"": ""s""}, ""current_mode"": ""s""}",,default,default,False,1,SRENode,Node
False,{},78,2023-07-31 09:21:38,False,,,TrialSource,78,,SRE_chain,SRE_chain,True,False,True,,0,126.0,,{},"{""previous_sample"": {""obtained_response"": ""Nervous"", ""current_mode"": ""s""}, ""current_mode"": ""s""}",,default,default,False,1,SRENode,Node
False,{},79,2023-07-31 09:21:38,False,,,TrialSource,79,,SRE_chain,SRE_chain,True,False,True,,0,315.0,,{},"{""previous_sample"": {""obtained_response"": ""Scared"", ""current_mode"": ""s""}, ""current_mode"": ""s""}",,default,default,False,1,SRENode,Node
False,{},80,2023-07-31 09:21:38,False,,,TrialSource,80,,SRE_chain,SRE_chain,True,False,True,,0,217.0,,{},"{""previous_sample"": {""obtained_response"": ""Jealous"", ""current_mode"": ""s""}, ""current_mode"": ""s""}",,default,default,False,1,SRENode,Node
False,{},81,2023-07-31 09:21:38,False,,,TrialSource,81,,SRE_chain,SRE_chain,True,False,True,,0,183.0,,{},"{""previous_sample"": {""obtained_response"": ""Hopeful"", ""current_mode"": ""s""}, ""current_mode"": ""s""}",,default,default,False,1,SRENode,Node
False,{},82,2023-07-31 09:21:38,False,,,TrialSource,82,,SRE_chain,SRE_chain,True,False,True,,0,144.0,,{},"{""previous_sample"": {""obtained_response"": ""Tense"", ""current_mode"": ""s""}, ""current_mode"": ""s""}",,default,default,False,1,SRENode,Node
False,{},83,2023-07-31 09:21:38,False,,,TrialSource,83,,SRE_chain,SRE_chain,True,False,True,,0,139.0,,{},"{""previous_sample"": {""obtained_response"": ""Numb"", ""current_mode"": ""s""}, ""current_mode"": ""s""}",,default,default,False,1,SRENode,Node
False,{},84,2023-07-31 09:21:38,False,,,TrialSource,84,,SRE_chain,SRE_chain,True,False,True,,0,125.0,,{},"{""previous_sample"": {""obtained_response"": ""Rejuvenated"", ""current_mode"": ""s""}, ""current_mode"": ""s""}",,default,default,False,1,SRENode,Node
False,{},85,2023-07-31 09:21:38,False,,,TrialSource,85,,SRE_chain,SRE_chain,True,False,True,,0,172.0,,{},"{""previous_sample"": {""obtained_response"": ""Thrilled"", ""current_mode"": ""s""}, ""current_mode"": ""s""}",,default,default,False,1,SRENode,Node
False,{},86,2023-07-31 09:21:38,False,,,TrialSource,86,,SRE_chain,SRE_chain,True,False,True,,0,98.0,,{},"{""previous_sample"": {""obtained_response"": ""Hesitant"", ""current_mode"": ""s""}, ""current_mode"": ""s""}",,default,default,False,1,SRENode,Node
False,{},87,2023-07-31 09:21:38,False,,,TrialSource,87,,SRE_chain,SRE_chain,True,False,True,,0,103.0,,{},"{""previous_sample"": {""obtained_response"": ""Serene"", ""current_mode"": ""s""}, ""current_mode"": ""s""}",,default,default,False,1,SRENode,Node
False,{},88,2023-07-31 09:21:38,False,,,TrialSource,88,,SRE_chain,SRE_chain,True,False,True,,0,194.0,,{},"{""previous_sample"": {""obtained_response"": ""Joyful"", ""current_mode"": ""s""}, ""current_mode"": ""s""}",,default,default,False,1,SRENode,Node
False,{},89,2023-07-31 09:21:38,False,,,TrialSource,89,,SRE_chain,SRE_chain,True,False,True,,0,95.0,,{},"{""previous_sample"": {""obtained_response"": ""Resentful"", ""current_mode"": ""s""}, ""current_mode"": ""s""}",,default,default,False,1,SRENode,Node
False,{},90,2023-07-31 09:21:38,False,,,TrialSource,90,,SRE_chain,SRE_chain,True,False,True,,0,236.0,,{},"{""previous_sample"": {""obtained_response"": ""Grateful"", ""current_mode"": ""s""}, ""current_mode"": ""s""}",,default,default,False,1,SRENode,Node
False,{},91,2023-07-31 09:21:38,False,,,TrialSource,91,,SRE_chain,SRE_chain,True,False,True,,0,203.0,,{},"{""previous_sample"": {""obtained_response"": ""Delighted"", ""current_mode"": ""s""}, ""current_mode"": ""s""}",,default,default,False,1,SRENode,Node
False,{},92,2023-07-31 09:21:38,False,,,TrialSource,92,,SRE_chain,SRE_chain,True,False,True,,0,148.0,,{},"{""previous_sample"": {""obtained_response"": ""Calm"", ""current_mode"": ""s""}, ""current_mode"": ""s""}",,default,default,False,1,SRENode,Node
False,{},93,2023-07-31 07:39:56,False,,,SRENode,2,,SREPractice,SREPractice,True,True,True,,1,105.0,2.0,"{""previous_sample"": {""obtained_response"": ""I can`t believe you betrayed me like that!"", ""current_mode"": ""c""}, ""current_mode"": ""c""}","{""previous_sample"": {""obtained_response"": ""I can`t believe you betrayed me like that!"", ""current_mode"": ""c""}, ""current_mode"": ""c""}",,default,default,True,1,SRENode,Node
False,{},94,2023-07-31 07:40:44,False,,,SRENode,1,,SREPractice,SREPractice,True,True,True,,1,106.0,1.0,"{""previous_sample"": {""obtained_response"": ""frustrated"", ""current_mode"": ""s""}, ""current_mode"": ""s""}","{""previous_sample"": {""obtained_response"": ""frustrated"", ""current_mode"": ""s""}, ""current_mode"": ""s""}",,default,default,True,1,SRENode,Node
False,{},95,2023-07-31 07:41:16,False,,,SRENode,89,,SRE_chain,SRE_chain,True,True,True,,1,119.0,89.0,"{""previous_sample"": {""obtained_response"": ""You have no idea how much you hurt me."", ""current_mode"": ""c""}, ""current_mode"": ""c""}","{""previous_sample"": {""obtained_response"": ""You have no idea how much you hurt me."", ""current_mode"": ""c""}, ""current_mode"": ""c""}",,default,default,True,1,SRENode,Node
False,{},96,2023-07-31 07:41:37,False,,,SRENode,21,,SRE_chain,SRE_chain,True,True,True,,1,122.0,21.0,"{""previous_sample"": {""obtained_response"": ""alarmed"", ""current_mode"": ""s""}, ""current_mode"": ""s""}","{""previous_sample"": {""obtained_response"": ""alarmed"", ""current_mode"": ""s""}, ""current_mode"": ""s""}",,default,default,True,1,SRENode,Node
