_initial_assets,awaiting_async_process,vars,id,creation_time,failed,failed_reason,time_of_death,type,origin_id,network_id,complete,node_id,participant_id,module_state_id,trial_maker_id,definition,finalized,is_repeat_trial,score,bonus,parent_trial_id,answer,propagate_failure,response_id,repeat_trial_index,n_repeat_trials,time_taken,time_credit_before_trial,time_credit_after_trial,time_credit_from_trial,block_position,block,class,object_type,start_time,prompt_component,mode,previous_sample,current_mode,obtained_response
{},False,"{""start_time"": {""py/object"": ""datetime.datetime"", ""__reduce__"": [{""py/type"": ""datetime.datetime""}, [""B+cIBAoOEwoiKQ==""]]}, ""prompt_component"": ""I frantically looked for my keys."", ""mode"": ""c""}",14,2023-08-04 10:14:19,False,,,SRETrial,30,30,True,30,3,7,SRE_chain,"{""previous_sample"": {""obtained_response"": ""I frantically looked for my keys."", ""current_mode"": ""c""}, ""current_mode"": ""c""}",True,False,,0.0,,"{""obtained_response"": ""worried"", ""current_mode"": ""s""}",True,57.0,,,13.632,200.0,240.0,40.0,0,default,SRETrial,Info,2023-08-04 10:14:19,I frantically looked for my keys.,c,"{""obtained_response"": ""I frantically looked for my keys."", ""current_mode"": ""c""}",c,worried
{},False,"{""start_time"": {""py/object"": ""datetime.datetime"", ""__reduce__"": [{""py/type"": ""datetime.datetime""}, [""B+cIBAoOHgKV3Q==""]]}, ""prompt_component"": ""helpful"", ""mode"": ""s""}",15,2023-08-04 10:14:30,False,,,SRETrial,100,2,True,100,5,6,SREPractice,"{""previous_sample"": {""obtained_response"": ""helpful"", ""current_mode"": ""s""}, ""current_mode"": ""s""}",True,False,,0.0,,"{""obtained_response"": ""Hello, would you like some assistance with that?"", ""current_mode"": ""c""}",True,69.0,,,41.023,150.0,190.0,40.0,0,default,SRETrial,Info,2023-08-04 10:14:30,helpful,s,"{""obtained_response"": ""helpful"", ""current_mode"": ""s""}",s,"Hello, would you like some assistance with that?"
{},False,"{""start_time"": {""py/object"": ""datetime.datetime"", ""__reduce__"": [{""py/type"": ""datetime.datetime""}, [""B+cIBAoOIQIhcQ==""]]}, ""prompt_component"": ""I can`t wait to see his face when he gets the money."", ""mode"": ""c""}",16,2023-08-04 10:14:33,False,,,SRETrial,24,24,True,24,2,4,SRE_chain,"{""previous_sample"": {""obtained_response"": ""I can`t wait to see his face when he gets the money."", ""current_mode"": ""c""}, ""current_mode"": ""c""}",True,False,,0.0,,"{""obtained_response"": ""impatient"", ""current_mode"": ""s""}",True,73.0,,,47.476,360.0,400.0,40.0,0,default,SRETrial,Info,2023-08-04 10:14:33,I can`t wait to see his face when he gets the money.,c,"{""obtained_response"": ""I can`t wait to see his face when he gets the money."", ""current_mode"": ""c""}",c,impatient
{},False,"{""start_time"": {""py/object"": ""datetime.datetime"", ""__reduce__"": [{""py/type"": ""datetime.datetime""}, [""B+cIBAoOIgwhhA==""]]}, ""prompt_component"": ""I believe you can do it!"", ""mode"": ""c""}",17,2023-08-04 10:14:34,False,,,SRETrial,95,51,True,95,3,7,SRE_chain,"{""previous_sample"": {""obtained_response"": ""I believe you can do it!"", ""current_mode"": ""c""}, ""current_mode"": ""c""}",True,False,,0.0,,"{""obtained_response"": ""confident"", ""current_mode"": ""s""}",True,60.0,,,9.646,240.0,280.0,40.0,0,default,SRETrial,Info,2023-08-04 10:14:34,I believe you can do it!,c,"{""obtained_response"": ""I believe you can do it!"", ""current_mode"": ""c""}",c,confident
{},False,"{""start_time"": {""py/object"": ""datetime.datetime"", ""__reduce__"": [{""py/type"": ""datetime.datetime""}, [""B+cIBAoOIwpFSQ==""]]}, ""prompt_component"": ""curious"", ""mode"": ""s""}",18,2023-08-04 10:14:35,False,,,SRETrial,103,1,True,103,6,8,SREPractice,"{""previous_sample"": {""obtained_response"": ""curious"", ""current_mode"": ""s""}, ""current_mode"": ""s""}",True,False,,0.0,,"{""obtained_response"": ""I wonder how he is feeling today?"", ""current_mode"": ""c""}",True,71.0,,,42.058,110.0,150.0,40.0,0,default,SRETrial,Info,2023-08-04 10:14:35,curious,s,"{""obtained_response"": ""curious"", ""current_mode"": ""s""}",s,I wonder how he is feeling today?
{},False,"{""start_time"": {""py/object"": ""datetime.datetime"", ""__reduce__"": [{""py/type"": ""datetime.datetime""}, [""B+cIBAoOLQwHqA==""]]}, ""prompt_component"": ""ecstatic"", ""mode"": ""s""}",19,2023-08-04 10:14:45,False,,,SRETrial,77,77,True,77,3,7,SRE_chain,"{""previous_sample"": {""obtained_response"": ""ecstatic"", ""current_mode"": ""s""}, ""current_mode"": ""s""}",True,False,,0.0,,"{""obtained_response"": ""I am so happy to hear that!"", ""current_mode"": ""c""}",True,72.0,,,34.184,280.0,320.0,40.0,0,default,SRETrial,Info,2023-08-04 10:14:45,ecstatic,s,"{""obtained_response"": ""ecstatic"", ""current_mode"": ""s""}",s,I am so happy to hear that!
{},False,"{""start_time"": {""py/object"": ""datetime.datetime"", ""__reduce__"": [{""py/type"": ""datetime.datetime""}, [""B+cIBAoOMwHicg==""]]}, ""prompt_component"": ""I can`t believe that just happened!"", ""mode"": ""c""}",20,2023-08-04 10:14:51,False,,,SRETrial,29,29,True,29,1,5,SRE_chain,"{""previous_sample"": {""obtained_response"": ""I can`t believe that just happened!"", ""current_mode"": ""c""}, ""current_mode"": ""c""}",True,False,,0.0,,"{""obtained_response"": ""shocked"", ""current_mode"": ""s""}",True,65.0,,,6.296,280.0,320.0,40.0,0,default,SRETrial,Info,2023-08-04 10:14:51,I can`t believe that just happened!,c,"{""obtained_response"": ""I can`t believe that just happened!"", ""current_mode"": ""c""}",c,shocked
{},False,"{""start_time"": {""py/object"": ""datetime.datetime"", ""__reduce__"": [{""py/type"": ""datetime.datetime""}, [""B+cIBAoOOwCC9w==""]]}, ""prompt_component"": ""vexed"", ""mode"": ""s""}",21,2023-08-04 10:14:59,False,,,SRETrial,78,78,True,78,7,10,SRE_chain,"{""previous_sample"": {""obtained_response"": ""vexed"", ""current_mode"": ""s""}, ""current_mode"": ""s""}",True,False,,0.0,,"{""obtained_response"": ""You are over an hour later for our appointment."", ""current_mode"": ""c""}",True,81.0,,,46.632,120.0,160.0,40.0,0,default,SRETrial,Info,2023-08-04 10:14:59,vexed,s,"{""obtained_response"": ""vexed"", ""current_mode"": ""s""}",s,You are over an hour later for our appointment.
{},False,"{""start_time"": {""py/object"": ""datetime.datetime"", ""__reduce__"": [{""py/type"": ""datetime.datetime""}, [""B+cIBAoPAAAcqQ==""]]}, ""prompt_component"": ""triumphant"", ""mode"": ""s""}",22,2023-08-04 10:14:59,False,,,SRETrial,58,58,True,58,1,5,SRE_chain,"{""previous_sample"": {""obtained_response"": ""triumphant"", ""current_mode"": ""s""}, ""current_mode"": ""s""}",True,False,,0.0,,"{""obtained_response"": ""We conquered this and achieved exactly what we set out to do!"", ""current_mode"": ""c""}",True,75.0,,,25.151,320.0,360.0,40.0,0,default,SRETrial,Info,2023-08-04 10:15:00,triumphant,s,"{""obtained_response"": ""triumphant"", ""current_mode"": ""s""}",s,We conquered this and achieved exactly what we set out to do!
{},False,"{""start_time"": {""py/object"": ""datetime.datetime"", ""__reduce__"": [{""py/type"": ""datetime.datetime""}, [""B+cIBAoPEg0u7w==""]]}, ""prompt_component"": ""Hello, would you like some assistance with that?"", ""mode"": ""c""}",23,2023-08-04 10:15:18,False,,,SRETrial,109,2,True,109,6,8,SREPractice,"{""previous_sample"": {""obtained_response"": ""Hello, would you like some assistance with that?"", ""current_mode"": ""c""}, ""current_mode"": ""c""}",True,False,,0.0,,"{""obtained_response"": ""helpful"", ""current_mode"": ""s""}",True,78.0,,,21.066,150.0,190.0,40.0,0,default,SRETrial,Info,2023-08-04 10:15:18,"Hello, would you like some assistance with that?",c,"{""obtained_response"": ""Hello, would you like some assistance with that?"", ""current_mode"": ""c""}",c,helpful
{},False,"{""start_time"": {""py/object"": ""datetime.datetime"", ""__reduce__"": [{""py/type"": ""datetime.datetime""}, [""B+cIBAoPFQUCCw==""]]}, ""prompt_component"": ""I have always been there for both of my children."", ""mode"": ""c""}",24,2023-08-04 10:15:21,False,,,SRETrial,13,13,True,13,3,7,SRE_chain,"{""previous_sample"": {""obtained_response"": ""I have always been there for both of my children."", ""current_mode"": ""c""}, ""current_mode"": ""c""}",True,False,,0.0,,"{""obtained_response"": ""caring"", ""current_mode"": ""s""}",True,77.0,,,14.878,320.0,360.0,40.0,0,default,SRETrial,Info,2023-08-04 10:15:21,I have always been there for both of my children.,c,"{""obtained_response"": ""I have always been there for both of my children."", ""current_mode"": ""c""}",c,caring
{},False,"{""start_time"": {""py/object"": ""datetime.datetime"", ""__reduce__"": [{""py/type"": ""datetime.datetime""}, [""B+cIBAoPFgHdKw==""]]}, ""prompt_component"": ""I have no idea how this happened."", ""mode"": ""c""}",25,2023-08-04 10:15:22,False,,,SRETrial,38,38,True,38,2,4,SRE_chain,"{""previous_sample"": {""obtained_response"": ""I have no idea how this happened."", ""current_mode"": ""c""}, ""current_mode"": ""c""}",True,False,,0.0,,"{""obtained_response"": ""unbelievable"", ""current_mode"": ""s""}",True,76.0,,,11.786,400.0,440.0,40.0,0,default,SRETrial,Info,2023-08-04 10:15:22,I have no idea how this happened.,c,"{""obtained_response"": ""I have no idea how this happened."", ""current_mode"": ""c""}",c,unbelievable
{},False,"{""start_time"": {""py/object"": ""datetime.datetime"", ""__reduce__"": [{""py/type"": ""datetime.datetime""}, [""B+cIBAoPGA4uaQ==""]]}, ""prompt_component"": ""I am delighted with how the weather turned out."", ""mode"": ""c""}",26,2023-08-04 10:15:24,False,,,SRETrial,21,21,True,21,5,11,SRE_chain,"{""previous_sample"": {""obtained_response"": ""I am delighted with how the weather turned out."", ""current_mode"": ""c""}, ""current_mode"": ""c""}",True,False,,0.0,,"{""obtained_response"": ""satisfied"", ""current_mode"": ""s""}",True,87.0,,,28.984,200.0,240.0,40.0,0,default,SRETrial,Info,2023-08-04 10:15:24,I am delighted with how the weather turned out.,c,"{""obtained_response"": ""I am delighted with how the weather turned out."", ""current_mode"": ""c""}",c,satisfied
{},False,"{""start_time"": {""py/object"": ""datetime.datetime"", ""__reduce__"": [{""py/type"": ""datetime.datetime""}, [""B+cIBAoPGwGKpw==""]]}, ""prompt_component"": ""surprised"", ""mode"": ""s""}",27,2023-08-04 10:15:27,False,,,SRETrial,79,79,True,79,1,5,SRE_chain,"{""previous_sample"": {""obtained_response"": ""surprised"", ""current_mode"": ""s""}, ""current_mode"": ""s""}",True,False,,0.0,,"{""obtained_response"": ""Oh my goodness, I cannot believe it!"", ""current_mode"": ""c""}",True,79.0,,,12.642,360.0,400.0,40.0,0,default,SRETrial,Info,2023-08-04 10:15:27,surprised,s,"{""obtained_response"": ""surprised"", ""current_mode"": ""s""}",s,"Oh my goodness, I cannot believe it!"
{},False,"{""start_time"": {""py/object"": ""datetime.datetime"", ""__reduce__"": [{""py/type"": ""datetime.datetime""}, [""B+cIBAoPIwOk3g==""]]}, ""prompt_component"": ""dependable"", ""mode"": ""s""}",28,2023-08-04 10:15:35,False,,,SRETrial,87,87,True,87,2,4,SRE_chain,"{""previous_sample"": {""obtained_response"": ""dependable"", ""current_mode"": ""s""}, ""current_mode"": ""s""}",True,False,,0.0,,"{""obtained_response"": ""I`m here for you now and always."", ""current_mode"": ""c""}",True,120.0,,,96.072,440.0,480.0,40.0,0,default,SRETrial,Info,2023-08-04 10:15:35,dependable,s,"{""obtained_response"": ""dependable"", ""current_mode"": ""s""}",s,I`m here for you now and always.
{},False,"{""start_time"": {""py/object"": ""datetime.datetime"", ""__reduce__"": [{""py/type"": ""datetime.datetime""}, [""B+cIBAoPJQqEow==""]]}, ""prompt_component"": ""thrilled"", ""mode"": ""s""}",29,2023-08-04 10:15:37,False,,,SRETrial,60,60,True,60,3,7,SRE_chain,"{""previous_sample"": {""obtained_response"": ""thrilled"", ""current_mode"": ""s""}, ""current_mode"": ""s""}",True,False,,0.0,,"{""obtained_response"": ""That is amazing, well done."", ""current_mode"": ""c""}",True,84.0,,,11.903,360.0,400.0,40.0,0,default,SRETrial,Info,2023-08-04 10:15:37,thrilled,s,"{""obtained_response"": ""thrilled"", ""current_mode"": ""s""}",s,"That is amazing, well done."
{},False,"{""start_time"": {""py/object"": ""datetime.datetime"", ""__reduce__"": [{""py/type"": ""datetime.datetime""}, [""B+cIBAoPKQqeGg==""]]}, ""prompt_component"": ""I do not believe they are speaking the truth."", ""mode"": ""c""}",30,2023-08-04 10:15:41,False,,,SRETrial,18,18,True,18,1,5,SRE_chain,"{""previous_sample"": {""obtained_response"": ""I do not believe they are speaking the truth."", ""current_mode"": ""c""}, ""current_mode"": ""c""}",True,False,,0.0,,"{""obtained_response"": ""suspicious"", ""current_mode"": ""s""}",True,90.0,,,15.343,400.0,440.0,40.0,0,default,SRETrial,Info,2023-08-04 10:15:41,I do not believe they are speaking the truth.,c,"{""obtained_response"": ""I do not believe they are speaking the truth."", ""current_mode"": ""c""}",c,suspicious
{},False,"{""start_time"": {""py/object"": ""datetime.datetime"", ""__reduce__"": [{""py/type"": ""datetime.datetime""}, [""B+cIBAoPLwT3gA==""]]}, ""prompt_component"": ""I really love your outfit, it looks amazing, you wear it so well!"", ""mode"": ""c""}",31,2023-08-04 10:15:47,False,,,SRETrial,35,35,True,35,7,10,SRE_chain,"{""previous_sample"": {""obtained_response"": ""I really love your outfit, it looks amazing, you wear it so well!"", ""current_mode"": ""c""}, ""current_mode"": ""c""}",True,False,,0.0,,"{""obtained_response"": ""complimentary"", ""current_mode"": ""s""}",True,113.0,,,62.124,160.0,200.0,40.0,0,default,SRETrial,Info,2023-08-04 10:15:47,"I really love your outfit, it looks amazing, you wear it so well!",c,"{""obtained_response"": ""I really love your outfit, it looks amazing, you wear it so well!"", ""current_mode"": ""c""}",c,complimentary
{},False,"{""start_time"": {""py/object"": ""datetime.datetime"", ""__reduce__"": [{""py/type"": ""datetime.datetime""}, [""B+cIBAoPMg3ftw==""]]}, ""prompt_component"": ""Everything is going to go wrong!"", ""mode"": ""c""}",32,2023-08-04 10:15:50,False,,,SRETrial,10,10,True,10,3,7,SRE_chain,"{""previous_sample"": {""obtained_response"": ""Everything is going to go wrong!"", ""current_mode"": ""c""}, ""current_mode"": ""c""}",True,False,,0.0,,"{""obtained_response"": ""frightened"", ""current_mode"": ""s""}",True,92.0,,,9.537,400.0,440.0,40.0,0,default,SRETrial,Info,2023-08-04 10:15:50,Everything is going to go wrong!,c,"{""obtained_response"": ""Everything is going to go wrong!"", ""current_mode"": ""c""}",c,frightened
{},False,"{""start_time"": {""py/object"": ""datetime.datetime"", ""__reduce__"": [{""py/type"": ""datetime.datetime""}, [""B+cIBAoPOAODSA==""]]}, ""prompt_component"": ""surprising"", ""mode"": ""s""}",33,2023-08-04 10:15:56,False,,,SRETrial,80,80,True,80,5,11,SRE_chain,"{""previous_sample"": {""obtained_response"": ""surprising"", ""current_mode"": ""s""}, ""current_mode"": ""s""}",True,False,,0.0,,"{""obtained_response"": ""I know it`s not what you expected, but I`ve changed my mind."", ""current_mode"": ""c""}",True,134.0,,,115.326,240.0,280.0,40.0,0,default,SRETrial,Info,2023-08-04 10:15:56,surprising,s,"{""obtained_response"": ""surprising"", ""current_mode"": ""s""}",s,"I know it`s not what you expected, but I`ve changed my mind."
{},False,"{""start_time"": {""py/object"": ""datetime.datetime"", ""__reduce__"": [{""py/type"": ""datetime.datetime""}, [""B+cIBAoPOA2Zww==""]]}, ""prompt_component"": ""frustrated"", ""mode"": ""s""}",34,2023-08-04 10:15:56,False,,,SRETrial,72,72,True,72,6,12,SRE_chain,"{""previous_sample"": {""obtained_response"": ""frustrated"", ""current_mode"": ""s""}, ""current_mode"": ""s""}",True,False,,0.0,,"{""obtained_response"": ""I do not understand how this works!"", ""current_mode"": ""c""}",True,94.0,,,17.055,200.0,240.0,40.0,0,default,SRETrial,Info,2023-08-04 10:15:56,frustrated,s,"{""obtained_response"": ""frustrated"", ""current_mode"": ""s""}",s,I do not understand how this works!
{},False,"{""start_time"": {""py/object"": ""datetime.datetime"", ""__reduce__"": [{""py/type"": ""datetime.datetime""}, [""B+cIBAoPOwS+9Q==""]]}, ""prompt_component"": ""I am so pleased for you, that`s wonderful news."", ""mode"": ""c""}",35,2023-08-04 10:15:59,False,,,SRETrial,32,32,True,32,1,5,SRE_chain,"{""previous_sample"": {""obtained_response"": ""I am so pleased for you, that`s wonderful news."", ""current_mode"": ""c""}, ""current_mode"": ""c""}",True,False,,0.0,,"{""obtained_response"": ""happy"", ""current_mode"": ""s""}",True,95.0,,,14.102,440.0,480.0,40.0,0,default,SRETrial,Info,2023-08-04 10:15:59,"I am so pleased for you, that`s wonderful news.",c,"{""obtained_response"": ""I am so pleased for you, that`s wonderful news."", ""current_mode"": ""c""}",c,happy
{},False,"{""start_time"": {""py/object"": ""datetime.datetime"", ""__reduce__"": [{""py/type"": ""datetime.datetime""}, [""B+cIBAoQAQudhw==""]]}, ""prompt_component"": ""negative"", ""mode"": ""s""}",36,2023-08-04 10:16:01,False,,,SRETrial,54,54,True,54,3,7,SRE_chain,"{""previous_sample"": {""obtained_response"": ""negative"", ""current_mode"": ""s""}, ""current_mode"": ""s""}",True,False,,0.0,,"{""obtained_response"": ""That`s terrible, please don`t try again."", ""current_mode"": ""c""}",True,101.0,,,21.569,440.0,480.0,40.0,0,default,SRETrial,Info,2023-08-04 10:16:01,negative,s,"{""obtained_response"": ""negative"", ""current_mode"": ""s""}",s,"That`s terrible, please don`t try again."
